States,Years,Quarter,Pincodes,Transaction_count,Transaction_amount
Delhi,2020,4,110096.0,237,166477
Delhi,2020,4,110041.0,232,189517
Delhi,2020,4,110042.0,204,179595
Delhi,2021,1,110059.0,632,446103
Delhi,2021,1,110092.0,402,261235
Delhi,2021,1,110044.0,395,241775
Delhi,2021,1,110086.0,359,337731
Delhi,2021,1,110042.0,340,278379
Delhi,2021,1,110094.0,334,245282
Delhi,2021,1,110041.0,309,232913
Delhi,2021,1,110043.0,295,235734
Delhi,2021,1,110006.0,287,176150
Delhi,2021,1,110096.0,287,189781
Delhi,2021,2,110042.0,1036,537398
Delhi,2021,2,110059.0,673,573763
Delhi,2021,2,110092.0,391,288510
Delhi,2021,2,110086.0,381,302195
Delhi,2021,2,110084.0,367,274710
Delhi,2021,2,110053.0,348,240811
Delhi,2021,2,110043.0,346,316063
Delhi,2021,2,110044.0,334,270505
Delhi,2021,2,110096.0,326,236191
Delhi,2021,2,110041.0,324,255416
Delhi,2021,3,110059.0,714,607891
Delhi,2021,3,110084.0,611,417715
Delhi,2021,3,110053.0,556,417908
Delhi,2021,3,110092.0,532,483473
Delhi,2021,3,110086.0,523,383219
Delhi,2021,3,110044.0,502,407754
Delhi,2021,3,110042.0,494,400671
Delhi,2021,3,110041.0,440,405874
Delhi,2021,3,110094.0,408,328622
Delhi,2021,3,110043.0,405,414698
Delhi,2021,4,110059.0,1509,1603319
Delhi,2021,4,110086.0,1220,1265728
Delhi,2021,4,110042.0,1072,1032161
Delhi,2021,4,110084.0,1036,830248
Delhi,2021,4,110092.0,1022,1118417
Delhi,2021,4,110041.0,1002,1063461
Delhi,2021,4,110044.0,978,992235
Delhi,2021,4,110053.0,917,832010
Delhi,2021,4,110085.0,867,919771
Delhi,2021,4,110094.0,844,864445
Delhi,2022,1,110059.0,1416,1666849
Delhi,2022,1,110086.0,884,1163190
Delhi,2022,1,110044.0,848,957043
Delhi,2022,1,110092.0,831,979409
Delhi,2022,1,110041.0,798,1005109
Delhi,2022,1,110043.0,782,1053890
Delhi,2022,1,110042.0,760,935028
Delhi,2022,1,110094.0,729,806490
Delhi,2022,1,110085.0,722,914547
Delhi,2022,1,110053.0,677,730723
Delhi,2022,2,110059.0,1142,1297001
Delhi,2022,2,110092.0,823,962652
Delhi,2022,2,110086.0,821,900767
Delhi,2022,2,110044.0,796,801170
Delhi,2022,2,110085.0,735,977990
Delhi,2022,2,110094.0,702,789641
Delhi,2022,2,110041.0,680,778473
Delhi,2022,2,110043.0,655,989154
Delhi,2022,2,110053.0,636,699931
Delhi,2022,2,110096.0,632,670478
Delhi,2022,3,110059.0,1506,1670765
Delhi,2022,3,110092.0,1191,1349328
Delhi,2022,3,110086.0,1107,1185432
Delhi,2022,3,110044.0,1074,1112755
Delhi,2022,3,110041.0,956,1165139
Delhi,2022,3,110096.0,903,994317
Delhi,2022,3,110043.0,880,1203191
Delhi,2022,3,110094.0,868,887648
Delhi,2022,3,110053.0,867,855137
Delhi,2022,3,110042.0,833,918820
Delhi,2022,4,110059.0,1982,2407623
Delhi,2022,4,110086.0,1566,1797044
Delhi,2022,4,110092.0,1456,1728566
Delhi,2022,4,110041.0,1387,1536997
Delhi,2022,4,110042.0,1313,1461062
Delhi,2022,4,110044.0,1298,1439637
Delhi,2022,4,110085.0,1292,1658187
Delhi,2022,4,110053.0,1241,1400625
Delhi,2022,4,110094.0,1234,1526454
Delhi,2022,4,110043.0,1132,1492359
Delhi,2023,1,110059.0,1796,2506005
Delhi,2023,1,110092.0,1456,1925391
Delhi,2023,1,110086.0,1318,1617466
Delhi,2023,1,110037.0,1285,1197159
Delhi,2023,1,110085.0,1199,1717697
Delhi,2023,1,110041.0,1193,1521401
Delhi,2023,1,110044.0,1166,1401552
Delhi,2023,1,110053.0,1160,1311678
Delhi,2023,1,110094.0,1144,1551284
Delhi,2023,1,110042.0,1118,1272110
Delhi,2023,2,110059.0,1748,2338495
Delhi,2023,2,110092.0,1328,1759406
Delhi,2023,2,110086.0,1293,1465307
Delhi,2023,2,110085.0,1115,1511331
Delhi,2023,2,110041.0,1107,1345650
Delhi,2023,2,110044.0,1089,1242189
Delhi,2023,2,110042.0,1066,1210915
Delhi,2023,2,110043.0,996,1383351
Delhi,2023,2,110053.0,944,1182981
Delhi,2023,2,110094.0,920,1126020
Delhi,2023,3,110059.0,2047,2377598
Delhi,2023,3,110092.0,1547,1919097
Delhi,2023,3,110086.0,1349,1482945
Delhi,2023,3,110044.0,1299,1416839
Delhi,2023,3,110041.0,1260,1555617
Delhi,2023,3,110085.0,1174,1535818
Delhi,2023,3,110094.0,1117,1157707
Delhi,2023,3,110096.0,1078,1215766
Delhi,2023,3,110042.0,1071,1238058
Delhi,2023,3,110043.0,1050,1349207
Delhi,2023,4,110059.0,2330,3163916
Delhi,2023,4,110044.0,1693,1969968
Delhi,2023,4,110092.0,1686,2155091
Delhi,2023,4,110041.0,1578,1878694
Delhi,2023,4,110086.0,1573,1830984
Delhi,2023,4,110094.0,1459,1762226
Delhi,2023,4,110043.0,1455,2202398
Delhi,2023,4,110053.0,1440,1753447
Delhi,2023,4,110042.0,1432,1769887
Delhi,2023,4,110085.0,1406,2064483
Delhi,2024,1,110059.0,2186,3264956
Delhi,2024,1,110092.0,1716,2379116
Delhi,2024,1,110044.0,1553,2116182
Delhi,2024,1,110086.0,1457,1834903
Delhi,2024,1,110041.0,1428,1979240
Delhi,2024,1,110094.0,1379,1698267
Delhi,2024,1,110053.0,1324,1630415
Delhi,2024,1,110043.0,1311,1978352
Delhi,2024,1,110042.0,1251,1711153
Delhi,2024,1,110085.0,1206,1936596
Delhi,2024,2,110059.0,1894,2783459
Delhi,2024,2,110092.0,1415,2078942
Delhi,2024,2,110086.0,1350,1820578
Delhi,2024,2,110044.0,1293,1663990
Delhi,2024,2,110041.0,1175,1614578
Delhi,2024,2,110042.0,1126,1600511
Delhi,2024,2,110053.0,1118,1449669
Delhi,2024,2,110006.0,1115,1473676
Delhi,2024,2,110043.0,1111,1825163
Delhi,2024,2,110085.0,1090,1774130
Delhi,2024,3,110059.0,1997,2779253
Delhi,2024,3,110092.0,1661,2181955
Delhi,2024,3,110044.0,1545,1929193
Delhi,2024,3,110094.0,1498,1893888
Delhi,2024,3,110086.0,1356,1850665
Delhi,2024,3,110043.0,1232,1958211
Delhi,2024,3,110041.0,1212,1593328
Delhi,2024,3,110085.0,1199,2114775
Delhi,2024,3,110084.0,1130,1344641
Delhi,2024,3,110037.0,1103,1782688
Delhi,2024,4,110059.0,2785,3658733
Delhi,2024,4,110092.0,2110,2884526
Delhi,2024,4,110044.0,2103,2671177
Delhi,2024,4,110086.0,2071,2533106
Delhi,2024,4,110094.0,2049,2591430
Delhi,2024,4,110041.0,1766,2371739
Delhi,2024,4,110084.0,1665,2287006
Delhi,2024,4,110043.0,1635,2579635
Delhi,2024,4,110085.0,1600,2406049
Delhi,2024,4,110042.0,1551,1933279
Goa,2020,2,403601.0,22,4660
Goa,2020,2,403521.0,17,3388
Goa,2020,2,403602.0,16,2778
Goa,2020,2,403006.0,16,3465
Goa,2020,2,403507.0,15,2926
Goa,2020,2,403004.0,13,2084
Goa,2020,2,403001.0,13,2274
Goa,2020,2,403802.0,13,2471
Goa,2020,2,403706.0,12,2490
Goa,2020,2,403722.0,12,2505
Goa,2020,3,403722.0,59,15935
Goa,2020,3,403401.0,51,14463
Goa,2020,3,403001.0,40,10974
Goa,2020,3,403507.0,39,9306
Goa,2020,3,403601.0,39,11499
Goa,2020,3,403521.0,30,6878
Goa,2020,3,403602.0,26,7804
Goa,2020,3,403802.0,22,7126
Goa,2020,3,403710.0,22,7049
Goa,2020,3,403515.0,18,4236
Goa,2020,4,403722.0,42,34732
Goa,2020,4,403001.0,35,39539
Goa,2020,4,403802.0,34,22652
Goa,2020,4,403601.0,32,35110
Goa,2020,4,403401.0,31,40559
Goa,2020,4,403507.0,26,36224
Goa,2020,4,403516.0,21,20796
Goa,2020,4,403509.0,21,24208
Goa,2020,4,403521.0,16,10051
Goa,2020,4,403505.0,14,16737
Goa,2021,1,403601.0,64,59277
Goa,2021,1,403001.0,61,38372
Goa,2021,1,403507.0,49,67516
Goa,2021,1,403722.0,48,24971
Goa,2021,1,403401.0,46,36200
Goa,2021,1,403516.0,35,25012
Goa,2021,1,403802.0,30,21472
Goa,2021,1,403509.0,29,27152
Goa,2021,1,403707.0,27,29584
Goa,2021,1,403801.0,23,31877
Goa,2021,2,403601.0,77,73045
Goa,2021,2,403401.0,70,71540
Goa,2021,2,403802.0,45,64758
Goa,2021,2,403001.0,42,35277
Goa,2021,2,403507.0,41,32351
Goa,2021,2,403722.0,34,26192
Goa,2021,2,403005.0,32,29269
Goa,2021,2,403710.0,31,22519
Goa,2021,2,403602.0,29,29561
Goa,2021,2,403801.0,27,19593
Goa,2021,3,403601.0,86,65102
Goa,2021,3,403401.0,80,89579
Goa,2021,3,403507.0,67,107297
Goa,2021,3,403722.0,64,68391
Goa,2021,3,403001.0,61,53010
Goa,2021,3,403802.0,49,29680
Goa,2021,3,403703.0,45,48099
Goa,2021,3,403521.0,44,43980
Goa,2021,3,403602.0,32,21482
Goa,2021,3,403801.0,28,29648
Goa,2021,4,403001.0,146,139568
Goa,2021,4,403601.0,124,145790
Goa,2021,4,403401.0,116,160474
Goa,2021,4,403802.0,108,100303
Goa,2021,4,403722.0,101,101050
Goa,2021,4,403507.0,73,86071
Goa,2021,4,403521.0,62,76678
Goa,2021,4,403710.0,53,50539
Goa,2021,4,403005.0,51,50386
Goa,2021,4,403801.0,50,52381
Goa,2022,1,403601.0,223,260595
Goa,2022,1,403802.0,160,151665
Goa,2022,1,403401.0,159,226170
Goa,2022,1,403001.0,154,168984
Goa,2022,1,403507.0,132,174418
Goa,2022,1,403722.0,107,149976
Goa,2022,1,403801.0,89,89472
Goa,2022,1,403521.0,68,83359
Goa,2022,1,403516.0,63,88689
Goa,2022,1,403602.0,59,71594
Goa,2022,2,403001.0,257,321819
Goa,2022,2,403601.0,255,310957
Goa,2022,2,403401.0,239,259002
Goa,2022,2,403507.0,183,244914
Goa,2022,2,403802.0,168,184975
Goa,2022,2,403801.0,137,156676
Goa,2022,2,403722.0,127,158173
Goa,2022,2,403516.0,114,225662
Goa,2022,2,403521.0,105,136042
Goa,2022,2,403512.0,84,193606
Goa,2022,3,403601.0,261,313674
Goa,2022,3,403401.0,179,233899
Goa,2022,3,403001.0,177,195007
Goa,2022,3,403802.0,172,162127
Goa,2022,3,403507.0,162,229440
Goa,2022,3,403722.0,137,124075
Goa,2022,3,403521.0,97,95744
Goa,2022,3,403801.0,90,101543
Goa,2022,3,403516.0,87,138379
Goa,2022,3,403602.0,79,70585
Goa,2022,4,403401.0,270,429318
Goa,2022,4,403601.0,270,345017
Goa,2022,4,403001.0,257,309359
Goa,2022,4,403802.0,241,267682
Goa,2022,4,403507.0,215,294146
Goa,2022,4,403722.0,185,196731
Goa,2022,4,403521.0,142,208866
Goa,2022,4,403516.0,141,221272
Goa,2022,4,403801.0,113,137988
Goa,2022,4,403512.0,104,158913
Goa,2023,1,403601.0,355,406884
Goa,2023,1,403001.0,217,295645
Goa,2023,1,403401.0,215,342062
Goa,2023,1,403802.0,213,227616
Goa,2023,1,403722.0,204,220875
Goa,2023,1,403507.0,190,243917
Goa,2023,1,403801.0,135,178910
Goa,2023,1,403516.0,133,187933
Goa,2023,1,403521.0,124,160349
Goa,2023,1,403726.0,104,189820
Goa,2023,2,403601.0,383,445452
Goa,2023,2,403001.0,238,328923
Goa,2023,2,403401.0,237,368466
Goa,2023,2,403802.0,220,254921
Goa,2023,2,403507.0,195,301344
Goa,2023,2,403722.0,166,206974
Goa,2023,2,403801.0,156,176801
Goa,2023,2,403521.0,141,166139
Goa,2023,2,403516.0,123,207813
Goa,2023,2,403512.0,117,225847
Goa,2023,3,403601.0,274,338515
Goa,2023,3,403001.0,254,360654
Goa,2023,3,403401.0,228,348103
Goa,2023,3,403802.0,199,209792
Goa,2023,3,403507.0,180,234553
Goa,2023,3,403722.0,167,209962
Goa,2023,3,403801.0,135,152148
Goa,2023,3,403521.0,135,201218
Goa,2023,3,403516.0,125,177666
Goa,2023,3,403710.0,109,99582
Goa,2023,4,403601.0,362,571634
Goa,2023,4,403001.0,266,410804
Goa,2023,4,403401.0,262,427814
Goa,2023,4,403802.0,228,288842
Goa,2023,4,403507.0,224,299285
Goa,2023,4,403722.0,175,220652
Goa,2023,4,403801.0,157,205924
Goa,2023,4,403516.0,157,283705
Goa,2023,4,403521.0,154,224624
Goa,2023,4,403710.0,125,136818
Goa,2024,1,403601.0,402,475167
Goa,2024,1,403401.0,282,383351
Goa,2024,1,403001.0,266,395765
Goa,2024,1,403507.0,236,312632
Goa,2024,1,403722.0,227,297156
Goa,2024,1,403802.0,217,256084
Goa,2024,1,403516.0,173,277801
Goa,2024,1,403801.0,169,239617
Goa,2024,1,403521.0,140,184778
Goa,2024,1,403710.0,129,195662
Goa,2024,2,403601.0,384,557999
Goa,2024,2,403507.0,267,367357
Goa,2024,2,403001.0,266,414095
Goa,2024,2,403401.0,256,349903
Goa,2024,2,403802.0,238,257762
Goa,2024,2,403801.0,190,203598
Goa,2024,2,403722.0,186,232886
Goa,2024,2,403516.0,175,281171
Goa,2024,2,403521.0,138,249722
Goa,2024,2,403512.0,130,190337
Goa,2024,3,403601.0,367,454922
Goa,2024,3,403802.0,323,411663
Goa,2024,3,403507.0,296,538940
Goa,2024,3,403001.0,244,349995
Goa,2024,3,403401.0,226,295934
Goa,2024,3,403516.0,216,427117
Goa,2024,3,403722.0,208,250598
Goa,2024,3,403501.0,141,193739
Goa,2024,3,403602.0,128,218402
Goa,2024,3,403707.0,126,209003
Goa,2024,4,403601.0,416,549414
Goa,2024,4,403507.0,359,465694
Goa,2024,4,403802.0,344,480595
Goa,2024,4,403401.0,313,467674
Goa,2024,4,403516.0,300,556300
Goa,2024,4,403001.0,283,441785
Goa,2024,4,403722.0,276,278667
Goa,2024,4,403501.0,187,278367
Goa,2024,4,403710.0,155,164681
Goa,2024,4,403801.0,155,188217
Gujarat,2020,2,360311.0,177,24744
Gujarat,2020,2,382481.0,165,27390
Gujarat,2020,2,395006.0,129,21058
Gujarat,2020,2,380013.0,128,21249
Gujarat,2020,2,380015.0,120,19308
Gujarat,2020,2,394510.0,113,17771
Gujarat,2020,2,382350.0,112,19513
Gujarat,2020,2,395010.0,102,16507
Gujarat,2020,2,382345.0,101,17013
Gujarat,2020,2,395009.0,94,15175
Gujarat,2020,3,395006.0,266,58537
Gujarat,2020,3,395010.0,190,61647
Gujarat,2020,3,394210.0,183,36716
Gujarat,2020,3,389350.0,166,48132
Gujarat,2020,3,396191.0,151,37335
Gujarat,2020,3,384265.0,150,32273
Gujarat,2020,3,395004.0,140,30135
Gujarat,2020,3,382481.0,134,34445
Gujarat,2020,3,370511.0,124,31913
Gujarat,2020,3,380015.0,121,30494
Gujarat,2020,4,395006.0,195,149132
Gujarat,2020,4,395010.0,180,81134
Gujarat,2020,4,394210.0,153,105200
Gujarat,2020,4,382481.0,127,81596
Gujarat,2020,4,395012.0,115,64512
Gujarat,2020,4,396191.0,113,80206
Gujarat,2020,4,395004.0,102,60391
Gujarat,2020,4,393002.0,100,71521
Gujarat,2020,4,382350.0,99,61871
Gujarat,2020,4,389350.0,97,52075
Gujarat,2021,1,395010.0,242,133115
Gujarat,2021,1,395006.0,240,114498
Gujarat,2021,1,394210.0,191,117945
Gujarat,2021,1,396191.0,170,78361
Gujarat,2021,1,393001.0,166,88942
Gujarat,2021,1,395003.0,149,85087
Gujarat,2021,1,382345.0,143,116229
Gujarat,2021,1,395002.0,139,81620
Gujarat,2021,1,394230.0,137,90744
Gujarat,2021,1,382350.0,136,56925
Gujarat,2021,2,395006.0,294,114635
Gujarat,2021,2,394210.0,283,154102
Gujarat,2021,2,395010.0,266,171425
Gujarat,2021,2,396191.0,208,123514
Gujarat,2021,2,382350.0,169,79080
Gujarat,2021,2,392130.0,155,82823
Gujarat,2021,2,395012.0,149,69297
Gujarat,2021,2,382415.0,145,70366
Gujarat,2021,2,393001.0,142,95953
Gujarat,2021,2,385001.0,134,62872
Gujarat,2021,3,395010.0,383,263796
Gujarat,2021,3,394210.0,316,214199
Gujarat,2021,3,395006.0,302,131234
Gujarat,2021,3,395003.0,234,127836
Gujarat,2021,3,382350.0,186,121111
Gujarat,2021,3,394221.0,179,128167
Gujarat,2021,3,382415.0,176,132989
Gujarat,2021,3,395002.0,173,146101
Gujarat,2021,3,396191.0,171,170283
Gujarat,2021,3,395009.0,156,147974
Gujarat,2021,4,394210.0,374,399641
Gujarat,2021,4,396191.0,368,403351
Gujarat,2021,4,395010.0,326,374092
Gujarat,2021,4,395006.0,260,308398
Gujarat,2021,4,380008.0,203,181475
Gujarat,2021,4,382345.0,200,220890
Gujarat,2021,4,382350.0,196,258982
Gujarat,2021,4,382330.0,189,254861
Gujarat,2021,4,382415.0,187,181874
Gujarat,2021,4,382481.0,179,208446
Gujarat,2022,1,394210.0,582,603510
Gujarat,2022,1,395010.0,453,442586
Gujarat,2022,1,396191.0,322,394832
Gujarat,2022,1,382350.0,316,429910
Gujarat,2022,1,395006.0,316,381085
Gujarat,2022,1,382415.0,293,400080
Gujarat,2022,1,395003.0,271,307876
Gujarat,2022,1,380001.0,271,245454
Gujarat,2022,1,382330.0,262,363970
Gujarat,2022,1,380013.0,250,323052
Gujarat,2022,2,394210.0,676,652988
Gujarat,2022,2,395010.0,544,488709
Gujarat,2022,2,395006.0,497,432554
Gujarat,2022,2,395003.0,395,390059
Gujarat,2022,2,382415.0,369,407746
Gujarat,2022,2,396191.0,359,478286
Gujarat,2022,2,395002.0,352,340006
Gujarat,2022,2,395007.0,350,398670
Gujarat,2022,2,382350.0,315,320718
Gujarat,2022,2,394221.0,290,249427
Gujarat,2022,3,395010.0,807,684259
Gujarat,2022,3,394210.0,730,709066
Gujarat,2022,3,395006.0,687,601557
Gujarat,2022,3,382415.0,480,558917
Gujarat,2022,3,395003.0,477,440524
Gujarat,2022,3,395007.0,453,499763
Gujarat,2022,3,396191.0,430,508247
Gujarat,2022,3,382350.0,427,459141
Gujarat,2022,3,395002.0,408,363643
Gujarat,2022,3,382481.0,349,410861
Gujarat,2022,4,394210.0,773,769818
Gujarat,2022,4,395010.0,681,732250
Gujarat,2022,4,396191.0,597,842130
Gujarat,2022,4,395006.0,566,690879
Gujarat,2022,4,382415.0,477,535626
Gujarat,2022,4,395003.0,432,437321
Gujarat,2022,4,382350.0,420,632516
Gujarat,2022,4,382481.0,412,628046
Gujarat,2022,4,382330.0,391,538358
Gujarat,2022,4,380058.0,387,503890
Gujarat,2023,1,394210.0,1001,1073416
Gujarat,2023,1,395010.0,818,857535
Gujarat,2023,1,395006.0,618,670206
Gujarat,2023,1,395007.0,511,608545
Gujarat,2023,1,395003.0,493,516547
Gujarat,2023,1,394221.0,473,463064
Gujarat,2023,1,395002.0,452,449111
Gujarat,2023,1,396191.0,447,616275
Gujarat,2023,1,394230.0,410,409772
Gujarat,2023,1,382345.0,384,575965
Gujarat,2023,2,395010.0,685,714994
Gujarat,2023,2,394210.0,649,653790
Gujarat,2023,2,395006.0,590,564875
Gujarat,2023,2,396191.0,511,662391
Gujarat,2023,2,382350.0,440,532958
Gujarat,2023,2,382415.0,437,558684
Gujarat,2023,2,395003.0,435,466395
Gujarat,2023,2,382481.0,431,588420
Gujarat,2023,2,382330.0,429,596709
Gujarat,2023,2,395007.0,399,520101
Gujarat,2023,3,395006.0,1451,1257464
Gujarat,2023,3,395010.0,1354,1163669
Gujarat,2023,3,394210.0,1247,1192187
Gujarat,2023,3,395003.0,886,797374
Gujarat,2023,3,395004.0,752,770323
Gujarat,2023,3,395002.0,691,598001
Gujarat,2023,3,382350.0,687,804798
Gujarat,2023,3,382415.0,674,792375
Gujarat,2023,3,395007.0,668,762069
Gujarat,2023,3,396191.0,635,809380
Gujarat,2023,4,394210.0,816,966984
Gujarat,2023,4,395010.0,782,1044876
Gujarat,2023,4,396191.0,710,1034784
Gujarat,2023,4,395006.0,638,960206
Gujarat,2023,4,382481.0,491,749838
Gujarat,2023,4,382415.0,478,740155
Gujarat,2023,4,382350.0,455,756630
Gujarat,2023,4,395007.0,440,672598
Gujarat,2023,4,395003.0,426,536867
Gujarat,2023,4,382330.0,425,765464
Gujarat,2024,1,394210.0,948,948851
Gujarat,2024,1,395010.0,858,920109
Gujarat,2024,1,395006.0,678,741317
Gujarat,2024,1,396191.0,668,900153
Gujarat,2024,1,395003.0,556,561440
Gujarat,2024,1,394230.0,502,453830
Gujarat,2024,1,395007.0,491,634417
Gujarat,2024,1,395002.0,488,499075
Gujarat,2024,1,394221.0,467,418678
Gujarat,2024,1,382415.0,464,599601
Gujarat,2024,2,394210.0,969,1148145
Gujarat,2024,2,395010.0,829,1001171
Gujarat,2024,2,395006.0,769,861618
Gujarat,2024,2,396191.0,652,934430
Gujarat,2024,2,382415.0,584,881580
Gujarat,2024,2,360004.0,523,688481
Gujarat,2024,2,395007.0,493,701580
Gujarat,2024,2,382350.0,481,845310
Gujarat,2024,2,382481.0,478,877628
Gujarat,2024,2,395003.0,461,550802
Gujarat,2024,3,394210.0,952,1031350
Gujarat,2024,3,395010.0,844,971105
Gujarat,2024,3,395006.0,711,852008
Gujarat,2024,3,382415.0,673,919818
Gujarat,2024,3,382330.0,614,913827
Gujarat,2024,3,382445.0,541,740466
Gujarat,2024,3,380001.0,531,683726
Gujarat,2024,3,395002.0,529,574809
Gujarat,2024,3,382350.0,528,772153
Gujarat,2024,3,360004.0,471,668172
Gujarat,2024,4,394210.0,1224,1368815
Gujarat,2024,4,395010.0,1094,1385731
Gujarat,2024,4,382415.0,990,1369467
Gujarat,2024,4,380001.0,913,1093880
Gujarat,2024,4,382330.0,850,1439945
Gujarat,2024,4,395006.0,847,1081777
Gujarat,2024,4,382445.0,803,1076629
Gujarat,2024,4,382350.0,724,1080837
Gujarat,2024,4,395002.0,680,749953
Gujarat,2024,4,396191.0,662,1031965
Haryana,2020,2,122001.0,575,93975
Haryana,2020,2,122006.0,314,51995
Haryana,2020,2,132001.0,253,42325
Haryana,2020,2,121004.0,241,43674
Haryana,2020,2,122002.0,224,35989
Haryana,2020,2,122003.0,207,32786
Haryana,2020,2,121003.0,205,36173
Haryana,2020,2,121001.0,196,35036
Haryana,2020,2,123401.0,155,30644
Haryana,2020,2,122017.0,142,24199
Haryana,2020,3,122001.0,361,74622
Haryana,2020,3,121003.0,259,66186
Haryana,2020,3,121004.0,219,56317
Haryana,2020,3,121001.0,210,57050
Haryana,2020,3,122006.0,199,47470
Haryana,2020,3,123401.0,182,54342
Haryana,2020,3,122002.0,176,33926
Haryana,2020,3,121102.0,158,39499
Haryana,2020,3,122051.0,148,31924
Haryana,2020,3,121002.0,147,48557
Haryana,2020,4,122001.0,460,270525
Haryana,2020,4,121003.0,314,242149
Haryana,2020,4,121001.0,275,203631
Haryana,2020,4,121004.0,272,190752
Haryana,2020,4,123401.0,252,193284
Haryana,2020,4,122006.0,243,164637
Haryana,2020,4,121005.0,206,143936
Haryana,2020,4,121102.0,181,127019
Haryana,2020,4,122002.0,169,119662
Haryana,2020,4,124507.0,167,114610
Haryana,2021,1,122001.0,604,349428
Haryana,2021,1,121004.0,448,336339
Haryana,2021,1,121003.0,445,305563
Haryana,2021,1,121001.0,358,218872
Haryana,2021,1,123401.0,316,198507
Haryana,2021,1,122006.0,309,176327
Haryana,2021,1,122051.0,273,137444
Haryana,2021,1,122002.0,252,156010
Haryana,2021,1,121102.0,250,136976
Haryana,2021,1,122004.0,203,115760
Haryana,2021,2,122001.0,566,394802
Haryana,2021,2,122006.0,393,280696
Haryana,2021,2,123401.0,387,310580
Haryana,2021,2,121004.0,386,306663
Haryana,2021,2,121003.0,351,286823
Haryana,2021,2,121001.0,286,191084
Haryana,2021,2,131001.0,254,244031
Haryana,2021,2,121005.0,246,200416
Haryana,2021,2,122051.0,240,149418
Haryana,2021,2,124001.0,234,223885
Haryana,2021,3,122001.0,866,704138
Haryana,2021,3,122006.0,806,481888
Haryana,2021,3,121004.0,483,372427
Haryana,2021,3,121003.0,462,400611
Haryana,2021,3,123401.0,438,414246
Haryana,2021,3,122002.0,353,283482
Haryana,2021,3,121001.0,306,230567
Haryana,2021,3,122004.0,277,214822
Haryana,2021,3,124507.0,258,278203
Haryana,2021,3,121102.0,249,263515
Haryana,2021,4,122001.0,1104,1111507
Haryana,2021,4,121003.0,762,796816
Haryana,2021,4,121004.0,726,818260
Haryana,2021,4,122006.0,702,698248
Haryana,2021,4,121001.0,589,641154
Haryana,2021,4,122002.0,546,591127
Haryana,2021,4,123401.0,525,775398
Haryana,2021,4,122003.0,468,433551
Haryana,2021,4,124507.0,434,654682
Haryana,2021,4,121005.0,368,356517
Haryana,2022,1,122001.0,1252,1456298
Haryana,2022,1,122006.0,874,930112
Haryana,2022,1,121003.0,832,923924
Haryana,2022,1,121004.0,795,959640
Haryana,2022,1,123401.0,602,850949
Haryana,2022,1,122002.0,594,743202
Haryana,2022,1,121001.0,589,685111
Haryana,2022,1,122003.0,578,577598
Haryana,2022,1,124001.0,511,669372
Haryana,2022,1,132001.0,478,469015
Haryana,2022,2,122001.0,1236,1366070
Haryana,2022,2,121004.0,903,1132802
Haryana,2022,2,121003.0,801,920669
Haryana,2022,2,122006.0,800,833884
Haryana,2022,2,123401.0,734,979383
Haryana,2022,2,121001.0,592,694788
Haryana,2022,2,122002.0,528,550754
Haryana,2022,2,124001.0,494,651675
Haryana,2022,2,124507.0,475,636675
Haryana,2022,2,122003.0,460,542526
Haryana,2022,3,122001.0,1932,1913882
Haryana,2022,3,121004.0,1142,1320600
Haryana,2022,3,122006.0,1053,1047031
Haryana,2022,3,121003.0,932,996105
Haryana,2022,3,122002.0,864,878354
Haryana,2022,3,121001.0,842,887224
Haryana,2022,3,123401.0,829,1001676
Haryana,2022,3,122003.0,758,894200
Haryana,2022,3,124507.0,748,1040956
Haryana,2022,3,124001.0,669,912291
Haryana,2022,4,122001.0,2037,2580157
Haryana,2022,4,122006.0,1296,1631296
Haryana,2022,4,121004.0,1268,1632199
Haryana,2022,4,121003.0,1207,1379347
Haryana,2022,4,121001.0,1163,1419330
Haryana,2022,4,122002.0,1034,1234183
Haryana,2022,4,123401.0,940,1389120
Haryana,2022,4,124507.0,803,1207860
Haryana,2022,4,122003.0,747,922953
Haryana,2022,4,124001.0,732,1086393
Haryana,2023,1,122001.0,2018,2513445
Haryana,2023,1,121004.0,1293,1897743
Haryana,2023,1,122006.0,1288,1701853
Haryana,2023,1,121003.0,1137,1364454
Haryana,2023,1,121001.0,1100,1416454
Haryana,2023,1,122002.0,1041,1347681
Haryana,2023,1,123401.0,930,1556937
Haryana,2023,1,122003.0,772,1107966
Haryana,2023,1,124507.0,691,1238613
Haryana,2023,1,121002.0,673,1017959
Haryana,2023,2,122001.0,2154,2955207
Haryana,2023,2,121004.0,1256,1512572
Haryana,2023,2,122006.0,1252,1621105
Haryana,2023,2,121003.0,1129,1557262
Haryana,2023,2,122002.0,1094,1508096
Haryana,2023,2,123401.0,1089,1455605
Haryana,2023,2,121001.0,1079,1348515
Haryana,2023,2,124507.0,856,1203110
Haryana,2023,2,131001.0,784,1231515
Haryana,2023,2,122003.0,773,996969
Haryana,2023,3,122001.0,2457,3051171
Haryana,2023,3,122006.0,1481,1766489
Haryana,2023,3,121004.0,1446,1763459
Haryana,2023,3,122002.0,1296,1465998
Haryana,2023,3,121001.0,1205,1381182
Haryana,2023,3,121003.0,1169,1443368
Haryana,2023,3,123401.0,1058,1533525
Haryana,2023,3,122003.0,808,1023607
Haryana,2023,3,122017.0,795,961221
Haryana,2023,3,121002.0,787,1130945
