States,Years,Quarter,Brands,Transaction_count,Percentage
Bihar,2018,1,Realme,155139,0.0727054
Bihar,2018,1,Motorola,57712,0.0270465
Bihar,2018,1,Lenovo,51012,0.0239066
Bihar,2018,1,Micromax,37949,0.0177847
Bihar,2018,1,Apple,31149,0.0145979
Bihar,2018,1,Huawei,30652,0.014365
Bihar,2018,1,Others,269839,0.126459
Bihar,2018,2,Xiaomi,856356,0.284894
Bihar,2018,2,Samsung,632694,0.210486
Bihar,2018,2,Vivo,340287,0.113207
Bihar,2018,2,Oppo,315880,0.105088
Bihar,2018,2,Realme,215953,0.0718437
Bihar,2018,2,Motorola,77813,0.025887
Bihar,2018,2,Lenovo,68280,0.0227155
Bihar,2018,2,Micromax,51961,0.0172865
Bihar,2018,2,Huawei,43343,0.0144194
Bihar,2018,2,Apple,39300,0.0130744
Bihar,2018,2,Others,364005,0.121098
Bihar,2018,3,Xiaomi,1098938,0.290376
Bihar,2018,3,Samsung,799534,0.211263
Bihar,2018,3,Vivo,448602,0.118536
Bihar,2018,3,Oppo,407853,0.107768
Bihar,2018,3,Realme,274517,0.0725365
Bihar,2018,3,Motorola,93118,0.0246049
Bihar,2018,3,Lenovo,75263,0.019887
Bihar,2018,3,Huawei,57713,0.0152497
Bihar,2018,3,Micromax,54364,0.0143648
Bihar,2018,3,Apple,45016,0.0118947
Bihar,2018,3,Others,429617,0.113519
Bihar,2018,4,Xiaomi,1399341,0.292954
Bihar,2018,4,Samsung,1008369,0.211103
Bihar,2018,4,Vivo,590399,0.123601
Bihar,2018,4,Oppo,528034,0.110544
Bihar,2018,4,Realme,346806,0.0726042
Bihar,2018,4,Motorola,111948,0.0234364
Bihar,2018,4,Lenovo,92104,0.0192821
Bihar,2018,4,Huawei,75369,0.0157786
Bihar,2018,4,Micromax,61472,0.0128692
Bihar,2018,4,Apple,52872,0.0110688
Bihar,2018,4,Others,509951,0.106759
Bihar,2019,1,Xiaomi,1691958,0.294504
Bihar,2019,1,Samsung,1207394,0.21016
Bihar,2019,1,Vivo,731163,0.127267
Bihar,2019,1,Oppo,649669,0.113082
Bihar,2019,1,Realme,416110,0.0724285
Bihar,2019,1,Motorola,126430,0.0220065
Bihar,2019,1,Lenovo,103683,0.0180472
Bihar,2019,1,Huawei,95145,0.016561
Bihar,2019,1,Micromax,69377,0.0120758
Bihar,2019,1,Apple,59723,0.0103954
Bihar,2019,1,Others,594465,0.103473
Bihar,2019,2,Xiaomi,1953040,0.296375
Bihar,2019,2,Samsung,1380854,0.209545
Bihar,2019,2,Vivo,852634,0.129388
Bihar,2019,2,Oppo,757333,0.114926
Bihar,2019,2,Realme,480989,0.0729904
Bihar,2019,2,Motorola,140153,0.0212683
Bihar,2019,2,Lenovo,115382,0.0175093
Bihar,2019,2,Huawei,110837,0.0168196
Bihar,2019,2,Micromax,72239,0.0109623
Bihar,2019,2,Apple,65593,0.00995378
Bihar,2019,2,Others,660705,0.100262
Bihar,2019,3,Xiaomi,2197280,0.297724
Bihar,2019,3,Samsung,1536292,0.208162
Bihar,2019,3,Vivo,975292,0.132149
Bihar,2019,3,Oppo,853708,0.115674
Bihar,2019,3,Realme,557826,0.0755835
Bihar,2019,3,Motorola,148040,0.0200589
Bihar,2019,3,Huawei,127268,0.0172444
Bihar,2019,3,Lenovo,114334,0.0154919
Bihar,2019,3,Micromax,76866,0.0104151
Bihar,2019,3,Apple,70777,0.00959004
Bihar,2019,3,Others,722582,0.0979073
Bihar,2019,4,Xiaomi,2484241,0.297789
Bihar,2019,4,Samsung,1714305,0.205496
Bihar,2019,4,Vivo,1129443,0.135388
Bihar,2019,4,Oppo,977488,0.117173
Bihar,2019,4,Realme,664779,0.079688
Bihar,2019,4,Motorola,159553,0.0191258
Bihar,2019,4,Huawei,144428,0.0173128
Bihar,2019,4,Lenovo,121418,0.0145545
Bihar,2019,4,Micromax,81810,0.00980668
Bihar,2019,4,Infinix,79605,0.00954236
Bihar,2019,4,Others,785204,0.0941235
Bihar,2020,1,Xiaomi,2779954,0.297282
Bihar,2020,1,Samsung,1896957,0.202856
Bihar,2020,1,Vivo,1297671,0.13877
Bihar,2020,1,Oppo,1103628,0.11802
Bihar,2020,1,Realme,782681,0.0836982
Bihar,2020,1,Motorola,169958,0.0181749
Bihar,2020,1,Huawei,161040,0.0172213
Bihar,2020,1,Lenovo,132051,0.0141212
Bihar,2020,1,Infinix,94820,0.0101398
Bihar,2020,1,Micromax,81035,0.0086657
Bihar,2020,1,Others,851439,0.091051
Bihar,2020,2,Xiaomi,3138353,0.295966
Bihar,2020,2,Samsung,2126374,0.20053
Bihar,2020,2,Vivo,1506720,0.142093
Bihar,2020,2,Oppo,1266996,0.119485
Bihar,2020,2,Realme,914785,0.0862698
Bihar,2020,2,Motorola,183599,0.0173145
Bihar,2020,2,Huawei,179273,0.0169065
Bihar,2020,2,Lenovo,141217,0.0133176
Bihar,2020,2,Infinix,115210,0.010865
Bihar,2020,2,Micromax,89409,0.00843181
Bihar,2020,2,Others,941831,0.0888204
Bihar,2020,3,Xiaomi,3459128,0.294063
Bihar,2020,3,Samsung,2346143,0.199447
Bihar,2020,3,Vivo,1712480,0.145579
Bihar,2020,3,Oppo,1419010,0.120631
Bihar,2020,3,Realme,1055287,0.0897108
Bihar,2020,3,Motorola,196074,0.0166684
Bihar,2020,3,Huawei,194850,0.0165644
Bihar,2020,3,Lenovo,150687,0.01281
Bihar,2020,3,Infinix,132702,0.0112811
Bihar,2020,3,HMD Global,97683,0.00830411
Bihar,2020,3,Others,999169,0.0849401
Bihar,2020,4,Xiaomi,3761975,0.291856
Bihar,2020,4,Samsung,2566835,0.199136
Bihar,2020,4,Vivo,1900128,0.147413
Bihar,2020,4,Oppo,1561641,0.121153
Bihar,2020,4,Realme,1195635,0.092758
Bihar,2020,4,Huawei,209280,0.0162361
Bihar,2020,4,Motorola,206587,0.0160271
Bihar,2020,4,Lenovo,158922,0.0123293
Bihar,2020,4,Infinix,151393,0.0117451
Bihar,2020,4,HMD Global,105494,0.00818428
Bihar,2020,4,Others,1071943,0.0831619
Bihar,2021,1,Xiaomi,4036125,0.289405
Bihar,2021,1,Samsung,2749873,0.197176
Bihar,2021,1,Vivo,2104591,0.150907
Bihar,2021,1,Oppo,1694257,0.121484
Bihar,2021,1,Realme,1349413,0.0967579
Bihar,2021,1,Huawei,220336,0.0157989
Bihar,2021,1,Motorola,212374,0.015228
Bihar,2021,1,Infinix,177252,0.0127096
Bihar,2021,1,Lenovo,159501,0.0114368
Bihar,2021,1,Tecno,123065,0.00882421
Bihar,2021,1,Others,1119501,0.0802723
Bihar,2021,2,Xiaomi,4268361,0.285087
Bihar,2021,2,Samsung,2889063,0.192963
Bihar,2021,2,Vivo,2311477,0.154385
Bihar,2021,2,Oppo,1826833,0.122016
Bihar,2021,2,Realme,1575376,0.105221
Bihar,2021,2,Huawei,215607,0.0144006
Bihar,2021,2,Motorola,214140,0.0143026
Bihar,2021,2,Infinix,212701,0.0142065
Bihar,2021,2,Tecno,157952,0.0105497
Bihar,2021,2,Lenovo,154152,0.0102959
Bihar,2021,2,Others,1146472,0.0765737
Bihar,2021,3,Xiaomi,4521874,0.279806
Bihar,2021,3,Samsung,3009544,0.186225
Bihar,2021,3,Vivo,2576928,0.159456
Bihar,2021,3,Oppo,1994060,0.123389
Bihar,2021,3,Realme,1835886,0.113601
Bihar,2021,3,Infinix,278142,0.0172109
Bihar,2021,3,Huawei,222180,0.0137481
Bihar,2021,3,Motorola,213677,0.013222
Bihar,2021,3,Tecno,198088,0.0122573
Bihar,2021,3,Lenovo,147198,0.00910835
Bihar,2021,3,Others,1163194,0.0719764
Bihar,2021,4,Xiaomi,4718889,0.272202
Bihar,2021,4,Samsung,3142992,0.181299
Bihar,2021,4,Vivo,2818559,0.162584
Bihar,2021,4,Oppo,2164915,0.12488
Bihar,2021,4,Realme,2149920,0.124015
Bihar,2021,4,Infinix,342716,0.0197691
Bihar,2021,4,Tecno,233246,0.0134544
Bihar,2021,4,Motorola,220257,0.0127052
Bihar,2021,4,Huawei,214582,0.0123778
Bihar,2021,4,Apple,144021,0.00830763
Bihar,2021,4,Others,1185884,0.0684059
Bihar,2022,1,Xiaomi,4888198,0.264446
Bihar,2022,1,Samsung,3283813,0.177651
Bihar,2022,1,Vivo,3062549,0.165681
Bihar,2022,1,Realme,2443092,0.132169
Bihar,2022,1,Oppo,2339620,0.126571
Bihar,2022,1,Infinix,387204,0.0209473
Bihar,2022,1,Tecno,280644,0.0151825
Bihar,2022,1,Motorola,220543,0.0119311
Bihar,2022,1,Huawei,215004,0.0116315
Bihar,2022,1,Apple,158500,0.00857468
Bihar,2022,1,Others,1205491,0.0652158
Chandigarh,2018,1,Xiaomi,20555,0.238269
Chandigarh,2018,1,Samsung,17266,0.200144
Chandigarh,2018,1,Vivo,9360,0.108499
Chandigarh,2018,1,Oppo,7948,0.0921315
Chandigarh,2018,1,Apple,7552,0.0875411
Chandigarh,2018,1,OnePlus,3638,0.0421709
Chandigarh,2018,1,Motorola,3105,0.0359925
Chandigarh,2018,1,Realme,2995,0.0347174
Chandigarh,2018,1,Lenovo,1965,0.0227779
Chandigarh,2018,1,Micromax,1558,0.01806
Chandigarh,2018,1,Others,10326,0.119697
Chandigarh,2018,2,Xiaomi,27862,0.241818
Chandigarh,2018,2,Samsung,23093,0.200427
Chandigarh,2018,2,Vivo,13375,0.116083
Chandigarh,2018,2,Oppo,11129,0.09659
Chandigarh,2018,2,Apple,9962,0.0864614
Chandigarh,2018,2,OnePlus,4466,0.038761
Chandigarh,2018,2,Motorola,3914,0.0339701
Chandigarh,2018,2,Realme,3861,0.0335101
Chandigarh,2018,2,Lenovo,2511,0.0217933
Chandigarh,2018,2,Micromax,2049,0.0177835
Chandigarh,2018,2,Others,12997,0.112803
Chandigarh,2018,3,Xiaomi,34852,0.242208
Chandigarh,2018,3,Samsung,28614,0.198856
Chandigarh,2018,3,Vivo,17910,0.124467
Chandigarh,2018,3,Oppo,14437,0.100331
Chandigarh,2018,3,Apple,12403,0.086196
Chandigarh,2018,3,OnePlus,5178,0.0359851
Chandigarh,2018,3,Realme,4664,0.032413
Chandigarh,2018,3,Motorola,4590,0.0318987
Chandigarh,2018,3,Lenovo,2926,0.0203346
Chandigarh,2018,3,Micromax,2395,0.0166443
Chandigarh,2018,3,Others,15924,0.110666
Chandigarh,2018,4,Xiaomi,43505,0.244758
Chandigarh,2018,4,Samsung,35417,0.199255
Chandigarh,2018,4,Vivo,23567,0.132587
Chandigarh,2018,4,Oppo,18698,0.105194
Chandigarh,2018,4,Apple,15191,0.0854642
Chandigarh,2018,4,OnePlus,6197,0.0348642
Chandigarh,2018,4,Realme,5731,0.0322425
Chandigarh,2018,4,Motorola,5354,0.0301215
Chandigarh,2018,4,Lenovo,3148,0.0177106
Chandigarh,2018,4,Huawei,2838,0.0159665
Chandigarh,2018,4,Others,18101,0.101836
Chandigarh,2019,1,Xiaomi,51075,0.244174
Chandigarh,2019,1,Samsung,41609,0.19892
Chandigarh,2019,1,Vivo,29056,0.138908
Chandigarh,2019,1,Oppo,23095,0.11041
Chandigarh,2019,1,Apple,17580,0.0840445
Chandigarh,2019,1,OnePlus,6880,0.0328911
Chandigarh,2019,1,Realme,6690,0.0319828
Chandigarh,2019,1,Motorola,6007,0.0287176
Chandigarh,2019,1,Lenovo,3406,0.016283
Chandigarh,2019,1,Huawei,3364,0.0160822
Chandigarh,2019,1,Others,20413,0.0975881
Chandigarh,2019,2,Xiaomi,58356,0.242706
Chandigarh,2019,2,Samsung,48067,0.199913
Chandigarh,2019,2,Vivo,34791,0.144698
Chandigarh,2019,2,Oppo,27444,0.114141
Chandigarh,2019,2,Apple,20041,0.0833517
Chandigarh,2019,2,OnePlus,7595,0.0315881
Chandigarh,2019,2,Realme,7590,0.0315673
Chandigarh,2019,2,Motorola,6475,0.0269299
Chandigarh,2019,2,Huawei,3816,0.015871
Chandigarh,2019,2,Lenovo,3595,0.0149518
Chandigarh,2019,2,Others,22669,0.0942817
Chandigarh,2019,3,Xiaomi,64422,0.240977
Chandigarh,2019,3,Samsung,53606,0.200518
Chandigarh,2019,3,Vivo,39957,0.149463
Chandigarh,2019,3,Oppo,31459,0.117675
Chandigarh,2019,3,Apple,22081,0.0825961
Chandigarh,2019,3,Realme,8500,0.0317951
Chandigarh,2019,3,OnePlus,8271,0.0309385
Chandigarh,2019,3,Motorola,6770,0.0253238
Chandigarh,2019,3,Huawei,4256,0.01592
Chandigarh,2019,3,Lenovo,3716,0.0139001
Chandigarh,2019,3,Others,24299,0.0908928
Chandigarh,2019,4,Xiaomi,69435,0.23977
Chandigarh,2019,4,Samsung,57981,0.200218
Chandigarh,2019,4,Vivo,44605,0.154028
Chandigarh,2019,4,Oppo,34871,0.120415
Chandigarh,2019,4,Apple,23651,0.0816706
Chandigarh,2019,4,Realme,9610,0.0331848
Chandigarh,2019,4,OnePlus,8750,0.0302151
Chandigarh,2019,4,Motorola,6953,0.0240098
Chandigarh,2019,4,Huawei,4559,0.0157429
Chandigarh,2019,4,Lenovo,3777,0.0130426
Chandigarh,2019,4,Others,25398,0.0877033
Chandigarh,2020,1,Xiaomi,74599,0.238422
Chandigarh,2020,1,Samsung,62236,0.198909
Chandigarh,2020,1,Vivo,49864,0.159367
Chandigarh,2020,1,Oppo,38691,0.123658
Chandigarh,2020,1,Apple,25309,0.0808886
Chandigarh,2020,1,Realme,10759,0.0343862
Chandigarh,2020,1,OnePlus,9221,0.0294707
Chandigarh,2020,1,Motorola,7160,0.0228837
Chandigarh,2020,1,Huawei,4807,0.0153634
Chandigarh,2020,1,Lenovo,3862,0.0123431
Chandigarh,2020,1,Others,26379,0.0843084
Chandigarh,2020,2,Xiaomi,79401,0.236066
Chandigarh,2020,2,Samsung,66732,0.1984
Chandigarh,2020,2,Vivo,55338,0.164525
Chandigarh,2020,2,Oppo,42912,0.127581
Chandigarh,2020,2,Apple,26562,0.0789711
Chandigarh,2020,2,Realme,11849,0.0352281
Chandigarh,2020,2,OnePlus,9516,0.0282919
Chandigarh,2020,2,Motorola,7308,0.0217273
Chandigarh,2020,2,Huawei,5057,0.0150349
Chandigarh,2020,2,HMD Global,3920,0.0116545
Chandigarh,2020,2,Others,27756,0.0825209
Chandigarh,2020,3,Xiaomi,84467,0.232956
Chandigarh,2020,3,Samsung,72072,0.198771
Chandigarh,2020,3,Vivo,61814,0.17048
Chandigarh,2020,3,Oppo,47234,0.130269
Chandigarh,2020,3,Apple,28288,0.0780169
Chandigarh,2020,3,Realme,13210,0.0364325
Chandigarh,2020,3,OnePlus,9903,0.027312
Chandigarh,2020,3,Motorola,7558,0.0208446
Chandigarh,2020,3,Huawei,5327,0.0146916
Chandigarh,2020,3,HMD Global,4168,0.0114951
Chandigarh,2020,3,Others,28547,0.0787312
Chandigarh,2020,4,Xiaomi,90201,0.230456
Chandigarh,2020,4,Samsung,78159,0.19969
Chandigarh,2020,4,Vivo,68293,0.174483
Chandigarh,2020,4,Oppo,51650,0.131962
Chandigarh,2020,4,Apple,30593,0.0781626
Chandigarh,2020,4,Realme,14705,0.0375701
Chandigarh,2020,4,OnePlus,10462,0.0267296
Chandigarh,2020,4,Motorola,7780,0.0198773
Chandigarh,2020,4,Huawei,5641,0.0144123
Chandigarh,2020,4,HMD Global,4400,0.0112416
Chandigarh,2020,4,Others,29518,0.0754161
Chandigarh,2021,1,Xiaomi,96137,0.228899
Chandigarh,2021,1,Samsung,83453,0.198699
Chandigarh,2021,1,Vivo,74844,0.178201
Chandigarh,2021,1,Oppo,56200,0.13381
Chandigarh,2021,1,Apple,32907,0.0783504
Chandigarh,2021,1,Realme,16641,0.0396216
Chandigarh,2021,1,OnePlus,10995,0.0261787
Chandigarh,2021,1,Motorola,7989,0.0190215
Chandigarh,2021,1,Huawei,5854,0.0139382
Chandigarh,2021,1,HMD Global,4591,0.010931
Chandigarh,2021,1,Others,30387,0.0723503
Chandigarh,2021,2,Xiaomi,101761,0.226855
Chandigarh,2021,2,Samsung,88362,0.196985
Chandigarh,2021,2,Vivo,81826,0.182414
Chandigarh,2021,2,Oppo,60671,0.135254
Chandigarh,2021,2,Apple,35361,0.0788302
Chandigarh,2021,2,Realme,19398,0.0432439
Chandigarh,2021,2,OnePlus,11907,0.0265442
Chandigarh,2021,2,Motorola,8043,0.0179302
Chandigarh,2021,2,Huawei,5918,0.013193
Chandigarh,2021,2,HMD Global,4599,0.0102525
Chandigarh,2021,2,Others,30726,0.0684974
Chandigarh,2021,3,Xiaomi,107815,0.224398
Chandigarh,2021,3,Samsung,92724,0.192989
Chandigarh,2021,3,Vivo,89865,0.187038
Chandigarh,2021,3,Oppo,66039,0.137449
Chandigarh,2021,3,Apple,37880,0.0788406
Chandigarh,2021,3,Realme,22934,0.0477331
Chandigarh,2021,3,OnePlus,13193,0.0274589
Chandigarh,2021,3,Motorola,8166,0.0169961
Chandigarh,2021,3,Huawei,5900,0.0122798
Chandigarh,2021,3,HMD Global,4496,0.00935764
Chandigarh,2021,3,Others,31451,0.0654598
Chandigarh,2021,4,Xiaomi,112958,0.220581
Chandigarh,2021,4,Vivo,97127,0.189667
Chandigarh,2021,4,Samsung,97097,0.189609
Chandigarh,2021,4,Oppo,71275,0.139184
Chandigarh,2021,4,Apple,41698,0.0814268
Chandigarh,2021,4,Realme,27098,0.0529163
Chandigarh,2021,4,OnePlus,14380,0.0280809
Chandigarh,2021,4,Motorola,8240,0.0160909
Chandigarh,2021,4,Huawei,5797,0.0113202
Chandigarh,2021,4,HMD Global,4511,0.00880896
Chandigarh,2021,4,Others,31911,0.062315
Chandigarh,2022,1,Xiaomi,118077,0.218036
Chandigarh,2022,1,Vivo,103673,0.191438
Chandigarh,2022,1,Samsung,100254,0.185125
Chandigarh,2022,1,Oppo,76330,0.140948
Chandigarh,2022,1,Apple,45080,0.0832427
Chandigarh,2022,1,Realme,30911,0.0570789
Chandigarh,2022,1,OnePlus,15554,0.0287213
Chandigarh,2022,1,Motorola,8378,0.0154704
Chandigarh,2022,1,Huawei,5812,0.0107322
Chandigarh,2022,1,HMD Global,4529,0.00836305
Chandigarh,2022,1,Others,32951,0.0608458
Chhattisgarh,2018,1,Xiaomi,161753,0.23813
Chhattisgarh,2018,1,Samsung,125715,0.185076
Chhattisgarh,2018,1,Vivo,103265,0.152025
Chhattisgarh,2018,1,Oppo,62998,0.0927446
Chhattisgarh,2018,1,Micromax,53452,0.0786912
Chhattisgarh,2018,1,Realme,40116,0.0590581
Chhattisgarh,2018,1,OnePlus,15860,0.0233488
Chhattisgarh,2018,1,Apple,15418,0.0226981
Chhattisgarh,2018,1,Lenovo,13258,0.0195182
Chhattisgarh,2018,1,Motorola,12182,0.0179341
Chhattisgarh,2018,1,Others,75246,0.110776
Chhattisgarh,2018,2,Xiaomi,229221,0.241114
Chhattisgarh,2018,2,Samsung,174661,0.183723
Chhattisgarh,2018,2,Vivo,152196,0.160093
Chhattisgarh,2018,2,Oppo,90864,0.0955784
Chhattisgarh,2018,2,Micromax,73053,0.0768433
Chhattisgarh,2018,2,Realme,54968,0.05782
Chhattisgarh,2018,2,Apple,20055,0.0210955
Chhattisgarh,2018,2,OnePlus,19998,0.0210356
Chhattisgarh,2018,2,Lenovo,17504,0.0184122
Chhattisgarh,2018,2,Motorola,16136,0.0169732
Chhattisgarh,2018,2,Others,102019,0.107312
Chhattisgarh,2018,3,Xiaomi,298538,0.245147
Chhattisgarh,2018,3,Samsung,222989,0.183109
Chhattisgarh,2018,3,Vivo,205795,0.16899
Chhattisgarh,2018,3,Oppo,119608,0.0982171
Chhattisgarh,2018,3,Micromax,92998,0.0763661
Chhattisgarh,2018,3,Realme,70527,0.0579138
Chhattisgarh,2018,3,OnePlus,23810,0.0195518
Chhattisgarh,2018,3,Apple,23566,0.0193514
Chhattisgarh,2018,3,Motorola,19369,0.015905
Chhattisgarh,2018,3,Lenovo,18890,0.0155117
Chhattisgarh,2018,3,Others,121702,0.0999366
Chhattisgarh,2018,4,Xiaomi,378100,0.239304
Chhattisgarh,2018,4,Samsung,280138,0.177303
Chhattisgarh,2018,4,Vivo,275135,0.174136
Chhattisgarh,2018,4,Oppo,155513,0.0984261
Chhattisgarh,2018,4,Micromax,154018,0.0974799
Chhattisgarh,2018,4,Realme,91037,0.0576184
Chhattisgarh,2018,4,Apple,28128,0.0178026
Chhattisgarh,2018,4,OnePlus,27785,0.0175855
Chhattisgarh,2018,4,Motorola,22980,0.0145443
Chhattisgarh,2018,4,Lenovo,22246,0.0140798
Chhattisgarh,2018,4,Others,144918,0.0917204
Chhattisgarh,2019,1,Xiaomi,454437,0.238062
Chhattisgarh,2019,1,Vivo,344150,0.180287
Chhattisgarh,2019,1,Samsung,336551,0.176306
Chhattisgarh,2019,1,Oppo,192191,0.100682
Chhattisgarh,2019,1,Micromax,187241,0.0980885
Chhattisgarh,2019,1,Realme,109520,0.0573734
Chhattisgarh,2019,1,Apple,32769,0.0171664
Chhattisgarh,2019,1,OnePlus,31894,0.0167081
Chhattisgarh,2019,1,Motorola,25968,0.0136037
Chhattisgarh,2019,1,Lenovo,24737,0.0129588
Chhattisgarh,2019,1,Others,169440,0.0887633
Chhattisgarh,2019,2,Xiaomi,521922,0.238205
Chhattisgarh,2019,2,Vivo,406013,0.185304
Chhattisgarh,2019,2,Samsung,388144,0.177148
Chhattisgarh,2019,2,Oppo,225563,0.102947
Chhattisgarh,2019,2,Micromax,208017,0.0949387
Chhattisgarh,2019,2,Realme,126313,0.0576491
Chhattisgarh,2019,2,Apple,37139,0.0169502
Chhattisgarh,2019,2,OnePlus,35168,0.0160506
Chhattisgarh,2019,2,Motorola,28701,0.0130991
Chhattisgarh,2019,2,Lenovo,27225,0.0124255
Chhattisgarh,2019,2,Others,186861,0.0852831
Chhattisgarh,2019,3,Xiaomi,582178,0.239082
Chhattisgarh,2019,3,Vivo,463726,0.190437
Chhattisgarh,2019,3,Samsung,424913,0.174498
Chhattisgarh,2019,3,Oppo,254200,0.104392
Chhattisgarh,2019,3,Micromax,225367,0.092551
Chhattisgarh,2019,3,Realme,145376,0.0597012
Chhattisgarh,2019,3,Apple,40822,0.0167643
Chhattisgarh,2019,3,OnePlus,38300,0.0157286
Chhattisgarh,2019,3,Motorola,30550,0.0125459
Chhattisgarh,2019,3,Lenovo,26475,0.0108724
Chhattisgarh,2019,3,Others,203151,0.0834276
Chhattisgarh,2019,4,Xiaomi,649776,0.238371
Chhattisgarh,2019,4,Vivo,534907,0.196231
Chhattisgarh,2019,4,Samsung,473054,0.17354
Chhattisgarh,2019,4,Oppo,290835,0.106693
Chhattisgarh,2019,4,Micromax,243335,0.0892678
Chhattisgarh,2019,4,Realme,169406,0.0621468
Chhattisgarh,2019,4,Apple,44369,0.0162768
Chhattisgarh,2019,4,OnePlus,41107,0.0150802
Chhattisgarh,2019,4,Motorola,32554,0.0119425
Chhattisgarh,2019,4,Lenovo,27622,0.0101332
Chhattisgarh,2019,4,Others,218935,0.0803166
Chhattisgarh,2020,1,Xiaomi,711639,0.235916
Chhattisgarh,2020,1,Vivo,613952,0.203532
Chhattisgarh,2020,1,Samsung,521671,0.17294
Chhattisgarh,2020,1,Oppo,328835,0.109013
Chhattisgarh,2020,1,Micromax,253971,0.0841943
Chhattisgarh,2020,1,Realme,196352,0.0650929
Chhattisgarh,2020,1,Apple,47890,0.0158761
Chhattisgarh,2020,1,OnePlus,43526,0.0144294
Chhattisgarh,2020,1,Motorola,34414,0.0114086
Chhattisgarh,2020,1,Lenovo,29426,0.00975506
Chhattisgarh,2020,1,Others,234811,0.0778425
Chhattisgarh,2020,2,Xiaomi,796390,0.234118
Chhattisgarh,2020,2,Vivo,714180,0.209951
Chhattisgarh,2020,2,Samsung,579423,0.170335
Chhattisgarh,2020,2,Oppo,377290,0.110914
Chhattisgarh,2020,2,Micromax,282770,0.0831271
Chhattisgarh,2020,2,Realme,227611,0.0669118
Chhattisgarh,2020,2,Apple,50835,0.0149442
Chhattisgarh,2020,2,OnePlus,45570,0.0133964
Chhattisgarh,2020,2,Motorola,36651,0.0107745
Chhattisgarh,2020,2,Lenovo,30902,0.00908439
Chhattisgarh,2020,2,Others,260036,0.0764439
Chhattisgarh,2020,3,Xiaomi,879885,0.231586
Chhattisgarh,2020,3,Vivo,837832,0.220518
Chhattisgarh,2020,3,Samsung,638573,0.168073
Chhattisgarh,2020,3,Oppo,424680,0.111776
Chhattisgarh,2020,3,Micromax,300759,0.0791599
Chhattisgarh,2020,3,Realme,264356,0.0695786
Chhattisgarh,2020,3,Apple,54717,0.0144015
Chhattisgarh,2020,3,OnePlus,48306,0.0127142
Chhattisgarh,2020,3,Motorola,38887,0.0102351
Chhattisgarh,2020,3,Lenovo,32625,0.00858691
Chhattisgarh,2020,3,Others,278766,0.0733713
Chhattisgarh,2020,4,Xiaomi,962085,0.229582
Chhattisgarh,2020,4,Vivo,951506,0.227057
Chhattisgarh,2020,4,Samsung,697989,0.166561
Chhattisgarh,2020,4,Oppo,473974,0.113104
Chhattisgarh,2020,4,Micromax,315002,0.0751687
Chhattisgarh,2020,4,Realme,302527,0.0721918
Chhattisgarh,2020,4,Apple,59187,0.0141237
Chhattisgarh,2020,4,OnePlus,51351,0.0122539
Chhattisgarh,2020,4,Motorola,41093,0.00980599
Chhattisgarh,2020,4,Lenovo,34335,0.00819334
Chhattisgarh,2020,4,Others,301552,0.0719591
Chhattisgarh,2021,1,Vivo,1059097,0.234596
Chhattisgarh,2021,1,Xiaomi,1035868,0.229451
Chhattisgarh,2021,1,Samsung,741544,0.164256
Chhattisgarh,2021,1,Oppo,511992,0.113409
Chhattisgarh,2021,1,Realme,338436,0.0749656
Chhattisgarh,2021,1,Micromax,315253,0.0698304
Chhattisgarh,2021,1,Apple,63748,0.0141206
Chhattisgarh,2021,1,OnePlus,54838,0.0121469
Chhattisgarh,2021,1,Motorola,42166,0.00934002
Chhattisgarh,2021,1,Huawei,35061,0.00776622
Chhattisgarh,2021,1,Others,316548,0.0701173
Chhattisgarh,2021,2,Vivo,1169224,0.241722
Chhattisgarh,2021,2,Xiaomi,1101581,0.227738
Chhattisgarh,2021,2,Samsung,778803,0.161008
Chhattisgarh,2021,2,Oppo,550796,0.11387
Chhattisgarh,2021,2,Realme,397105,0.0820964
Chhattisgarh,2021,2,Micromax,302906,0.062622
Chhattisgarh,2021,2,Apple,69177,0.0143015
Chhattisgarh,2021,2,OnePlus,61100,0.0126317
Chhattisgarh,2021,2,Motorola,41735,0.00862818
Chhattisgarh,2021,2,Huawei,34225,0.00707559
Chhattisgarh,2021,2,Others,330403,0.0683066
Chhattisgarh,2021,3,Vivo,1306833,0.25102
Chhattisgarh,2021,3,Xiaomi,1175329,0.225761
Chhattisgarh,2021,3,Samsung,796963,0.153083
Chhattisgarh,2021,3,Oppo,605302,0.116268
Chhattisgarh,2021,3,Realme,464310,0.089186
Chhattisgarh,2021,3,Micromax,283826,0.0545181
Chhattisgarh,2021,3,Apple,75098,0.014425
Chhattisgarh,2021,3,OnePlus,74197,0.014252
Chhattisgarh,2021,3,Motorola,41449,0.00796165
Chhattisgarh,2021,3,Infinix,38832,0.00745897
Chhattisgarh,2021,3,Others,343945,0.066066
Chhattisgarh,2021,4,Vivo,1423389,0.255753
Chhattisgarh,2021,4,Xiaomi,1243356,0.223405
Chhattisgarh,2021,4,Samsung,821562,0.147617
Chhattisgarh,2021,4,Oppo,651316,0.117028
Chhattisgarh,2021,4,Realme,551719,0.0991323
Chhattisgarh,2021,4,Micromax,262792,0.0472182
Chhattisgarh,2021,4,OnePlus,87470,0.0157165
Chhattisgarh,2021,4,Apple,87360,0.0156968
Chhattisgarh,2021,4,Infinix,47609,0.00855434
Chhattisgarh,2021,4,Tecno,44668,0.0080259
