States,Years,Quarter,Insurance_type,Insurance_count,Insurance_amount
Tripura,2023,1,Insurance,1642,2404958
Tripura,2023,2,Insurance,1563,2163813
Tripura,2023,3,Insurance,2071,2899393
Tripura,2023,4,Insurance,2237,3169741
Tripura,2024,1,Insurance,2637,3417568
Tripura,2024,2,Insurance,2188,2869489
Tripura,2024,3,Insurance,2516,3323343
Tripura,2024,4,Insurance,2794,3765732
Uttar Pradesh,2020,2,Insurance,9884,1912266
Uttar Pradesh,2020,3,Insurance,18131,4436969
Uttar Pradesh,2020,4,Insurance,17470,14180417
Uttar Pradesh,2021,1,Insurance,24103,18027573
Uttar Pradesh,2021,2,Insurance,25952,25137571
Uttar Pradesh,2021,3,Insurance,32799,32641118
Uttar Pradesh,2021,4,Insurance,44132,59654951
Uttar Pradesh,2022,1,Insurance,45996,73014969
Uttar Pradesh,2022,2,Insurance,55133,77434953
Uttar Pradesh,2022,3,Insurance,64514,87703512
Uttar Pradesh,2022,4,Insurance,77022,116755813
Uttar Pradesh,2023,1,Insurance,73080,127110494
Uttar Pradesh,2023,2,Insurance,74194,122522457
Uttar Pradesh,2023,3,Insurance,78940,121483170
Uttar Pradesh,2023,4,Insurance,92125,165509877
Uttar Pradesh,2024,1,Insurance,103701,176442664
Uttar Pradesh,2024,2,Insurance,92458,159894258
Uttar Pradesh,2024,3,Insurance,92930,157303596
Uttar Pradesh,2024,4,Insurance,116589,199179867
Uttarakhand,2020,2,Insurance,660,134899
Uttarakhand,2020,3,Insurance,1403,418543
Uttarakhand,2020,4,Insurance,1756,1961891
Uttarakhand,2021,1,Insurance,2607,2719327
Uttarakhand,2021,2,Insurance,2742,3265717
Uttarakhand,2021,3,Insurance,4111,4646571
Uttarakhand,2021,4,Insurance,5529,7849020
Uttarakhand,2022,1,Insurance,5339,8824948
Uttarakhand,2022,2,Insurance,5773,9168313
Uttarakhand,2022,3,Insurance,6784,10070172
Uttarakhand,2022,4,Insurance,8750,13817747
Uttarakhand,2023,1,Insurance,7552,13599026
Uttarakhand,2023,2,Insurance,8051,14034915
Uttarakhand,2023,3,Insurance,7856,12636749
Uttarakhand,2023,4,Insurance,10040,19045152
Uttarakhand,2024,1,Insurance,11533,19531483
Uttarakhand,2024,2,Insurance,10311,17754447
Uttarakhand,2024,3,Insurance,10487,17860144
Uttarakhand,2024,4,Insurance,13090,23367549
West Bengal,2020,2,Insurance,7619,1432764
West Bengal,2020,3,Insurance,12596,2878482
West Bengal,2020,4,Insurance,10233,7510455
West Bengal,2021,1,Insurance,15488,11172042
West Bengal,2021,2,Insurance,15200,12396029
West Bengal,2021,3,Insurance,24839,21424337
West Bengal,2021,4,Insurance,26320,31282871
West Bengal,2022,1,Insurance,38779,51160527
West Bengal,2022,2,Insurance,33542,41737021
West Bengal,2022,3,Insurance,47853,59092307
West Bengal,2022,4,Insurance,54277,70466433
West Bengal,2023,1,Insurance,56833,77461732
West Bengal,2023,2,Insurance,49792,65204280
West Bengal,2023,3,Insurance,58131,76359312
West Bengal,2023,4,Insurance,72712,100365562
West Bengal,2024,1,Insurance,79576,104987909
West Bengal,2024,2,Insurance,67048,89476633
West Bengal,2024,3,Insurance,77158,107451766
West Bengal,2024,4,Insurance,91719,120602777
