States,Years,Quarter,Pincodes,Transaction_count,Transaction_amount
Lakshadweep,2022,2,682559.0,660,3611799
Lakshadweep,2022,2,682554.0,601,2138003
Lakshadweep,2022,2,682558.0,204,484792
Lakshadweep,2022,3,682555.0,6356,20631454
Lakshadweep,2022,3,682551.0,3121,9353832
Lakshadweep,2022,3,682557.0,2438,5191563
Lakshadweep,2022,3,682552.0,1043,4068085
Lakshadweep,2022,3,682559.0,979,4657641
Lakshadweep,2022,3,682556.0,805,2362417
Lakshadweep,2022,3,682554.0,341,856247
Lakshadweep,2022,3,682558.0,158,458771
Lakshadweep,2022,4,682555.0,7140,23769820
Lakshadweep,2022,4,682551.0,3739,10627139
Lakshadweep,2022,4,682557.0,2929,6778903
Lakshadweep,2022,4,682552.0,1068,3769891
Lakshadweep,2022,4,682559.0,906,4474064
Lakshadweep,2022,4,682556.0,855,3159192
Lakshadweep,2022,4,682554.0,376,1734576
Lakshadweep,2022,4,682558.0,134,500287
Lakshadweep,2023,1,682555.0,12662,35231915
Lakshadweep,2023,1,682551.0,6651,17313423
Lakshadweep,2023,1,682557.0,4437,10446449
Lakshadweep,2023,1,682552.0,1716,4974949
Lakshadweep,2023,1,682559.0,1603,7927465
Lakshadweep,2023,1,682556.0,1447,3756866
Lakshadweep,2023,1,682554.0,677,4814614
Lakshadweep,2023,1,682558.0,327,856280
Lakshadweep,2023,2,682555.0,14670,38648281
Lakshadweep,2023,2,682551.0,7102,22243121
Lakshadweep,2023,2,682557.0,6477,10935650
Lakshadweep,2023,2,682552.0,2023,5002219
Lakshadweep,2023,2,682559.0,1695,8653704
Lakshadweep,2023,2,682556.0,1504,4488990
Lakshadweep,2023,2,682554.0,1226,6780071
Lakshadweep,2023,2,682558.0,221,1235402
Lakshadweep,2023,3,682555.0,18181,38721262
Lakshadweep,2023,3,682557.0,8487,11629079
Lakshadweep,2023,3,682551.0,7859,17372148
Lakshadweep,2023,3,682559.0,4016,11510005
Lakshadweep,2023,3,682552.0,2478,6295602
Lakshadweep,2023,3,682556.0,1702,4051299
Lakshadweep,2023,3,682554.0,771,3707333
Lakshadweep,2023,3,682558.0,263,1240333
Lakshadweep,2023,4,682555.0,25279,50564924
Lakshadweep,2023,4,682551.0,12029,21746888
Lakshadweep,2023,4,682557.0,11458,15730968
Lakshadweep,2023,4,682559.0,6128,12617685
Lakshadweep,2023,4,682552.0,4213,8238160
Lakshadweep,2023,4,682556.0,2755,6973786
Lakshadweep,2023,4,682554.0,1194,2940839
Lakshadweep,2023,4,682558.0,423,1018133
Lakshadweep,2024,1,682555.0,32544,51707316
Lakshadweep,2024,1,682557.0,15444,21035947
Lakshadweep,2024,1,682551.0,12547,19986203
Lakshadweep,2024,1,682559.0,8323,16621043
Lakshadweep,2024,1,682552.0,5755,8914658
Lakshadweep,2024,1,682556.0,4110,7209055
Lakshadweep,2024,1,682554.0,1742,3235273
Lakshadweep,2024,1,682558.0,711,1342886
Lakshadweep,2024,2,682555.0,43970,60416791
Lakshadweep,2024,2,682557.0,21816,23618377
Lakshadweep,2024,2,682551.0,14097,20540583
Lakshadweep,2024,2,682559.0,10660,15573404
Lakshadweep,2024,2,682552.0,8421,9465753
Lakshadweep,2024,2,682556.0,6697,9642771
Lakshadweep,2024,2,682554.0,2448,4564839
Lakshadweep,2024,2,682558.0,976,2390323
Lakshadweep,2024,3,682555.0,75121,96163145
Lakshadweep,2024,3,682553.0,28021,25124356
Lakshadweep,2024,3,682551.0,19668,26908954
Lakshadweep,2024,3,682559.0,12985,20768209
Lakshadweep,2024,3,682552.0,8866,7673458
Lakshadweep,2024,3,682556.0,6850,7951793
Lakshadweep,2024,3,682554.0,3426,4920088
Lakshadweep,2024,3,682558.0,2440,2704011
Lakshadweep,2024,3,682557.0,101,194073
Lakshadweep,2024,4,682555.0,86460,108139290
Lakshadweep,2024,4,682553.0,40403,50530468
Lakshadweep,2024,4,682551.0,22979,30570700
Lakshadweep,2024,4,682559.0,16723,24829527
Lakshadweep,2024,4,682552.0,11849,8122894
Lakshadweep,2024,4,682556.0,9864,10304357
Lakshadweep,2024,4,682558.0,3918,4016655
Lakshadweep,2024,4,682554.0,3669,3457756
Lakshadweep,2024,4,682557.0,1912,7785034
Madhya Pradesh,2018,1,462001.0,832846,898730607
Madhya Pradesh,2018,1,452005.0,207574,253142786
Madhya Pradesh,2018,1,452001.0,107648,156165712
Madhya Pradesh,2018,1,455001.0,104275,118241844
Madhya Pradesh,2018,1,452010.0,94234,157403992
Madhya Pradesh,2018,1,462022.0,83978,87238625
Madhya Pradesh,2018,1,464001.0,79043,78056088
Madhya Pradesh,2018,1,462021.0,76954,81645808
Madhya Pradesh,2018,1,482002.0,74060,93745051
Madhya Pradesh,2018,1,462003.0,73987,87750007
Madhya Pradesh,2018,2,462001.0,928983,1443626493
Madhya Pradesh,2018,2,452005.0,246010,402380195
Madhya Pradesh,2018,2,452001.0,142004,259873127
Madhya Pradesh,2018,2,455001.0,136382,226612217
Madhya Pradesh,2018,2,452010.0,129277,261844252
Madhya Pradesh,2018,2,462021.0,107180,126504337
Madhya Pradesh,2018,2,462022.0,105767,142892505
Madhya Pradesh,2018,2,482002.0,103987,157951904
Madhya Pradesh,2018,2,464001.0,101316,142159110
Madhya Pradesh,2018,2,462003.0,99813,147560868
Madhya Pradesh,2018,3,462001.0,1164035,1861753236
Madhya Pradesh,2018,3,470226.0,323991,147624664
Madhya Pradesh,2018,3,452005.0,287900,482102101
Madhya Pradesh,2018,3,466001.0,276731,246461343
Madhya Pradesh,2018,3,455001.0,239696,348542009
Madhya Pradesh,2018,3,452001.0,239364,422167575
Madhya Pradesh,2018,3,487114.0,222326,95525543
Madhya Pradesh,2018,3,462022.0,218956,235907505
Madhya Pradesh,2018,3,486331.0,215104,130056225
Madhya Pradesh,2018,3,462003.0,208570,241162284
Madhya Pradesh,2018,4,462001.0,1500309,2552351601
Madhya Pradesh,2018,4,452001.0,343290,585006850
Madhya Pradesh,2018,4,452005.0,335785,608914776
Madhya Pradesh,2018,4,455001.0,295535,483571677
Madhya Pradesh,2018,4,452010.0,278306,549086571
Madhya Pradesh,2018,4,462021.0,275519,276467133
Madhya Pradesh,2018,4,462022.0,247693,296890946
Madhya Pradesh,2018,4,462008.0,242961,294409418
Madhya Pradesh,2018,4,482002.0,241160,378635021
Madhya Pradesh,2018,4,462010.0,240419,279849922
Madhya Pradesh,2019,1,462001.0,3626425,5068130945
Madhya Pradesh,2019,1,452005.0,1667463,2491269778
Madhya Pradesh,2019,1,452001.0,603742,795143251
Madhya Pradesh,2019,1,482001.0,539450,804250138
Madhya Pradesh,2019,1,455001.0,536017,660504209
Madhya Pradesh,2019,1,466001.0,471656,384166428
Madhya Pradesh,2019,1,462022.0,435916,395194632
Madhya Pradesh,2019,1,452010.0,432653,720758845
Madhya Pradesh,2019,1,462021.0,419303,316072421
Madhya Pradesh,2019,1,462010.0,389412,347672224
Madhya Pradesh,2019,2,462001.0,6704852,11443970358
Madhya Pradesh,2019,2,452005.0,4253651,7470815434
Madhya Pradesh,2019,2,482001.0,1116887,1903950973
Madhya Pradesh,2019,2,462021.0,597802,404946330
Madhya Pradesh,2019,2,452001.0,575129,873647636
Madhya Pradesh,2019,2,452010.0,497913,813285367
Madhya Pradesh,2019,2,462022.0,493951,475968875
Madhya Pradesh,2019,2,462023.0,475553,488470240
Madhya Pradesh,2019,2,461001.0,434348,771524187
Madhya Pradesh,2019,2,455001.0,418034,723340187
Madhya Pradesh,2019,3,462001.0,6269219,11834863354
Madhya Pradesh,2019,3,452005.0,4366960,8065739923
Madhya Pradesh,2019,3,482001.0,1055603,1863763892
Madhya Pradesh,2019,3,452001.0,1043588,1225514212
Madhya Pradesh,2019,3,462021.0,940540,505580483
Madhya Pradesh,2019,3,462022.0,918349,630186966
Madhya Pradesh,2019,3,452010.0,898555,1133787666
Madhya Pradesh,2019,3,462023.0,839430,652641998
Madhya Pradesh,2019,3,462003.0,731558,627704961
Madhya Pradesh,2019,3,462016.0,679665,620156232
Madhya Pradesh,2019,4,462001.0,6837881,13576912652
Madhya Pradesh,2019,4,452005.0,5504197,10818308924
Madhya Pradesh,2019,4,452001.0,1476430,1587077410
Madhya Pradesh,2019,4,452010.0,1305226,1524380730
Madhya Pradesh,2019,4,482001.0,1266715,2344608582
Madhya Pradesh,2019,4,462008.0,1257486,1667617803
Madhya Pradesh,2019,4,462021.0,1105950,608200652
Madhya Pradesh,2019,4,462022.0,980305,761376332
Madhya Pradesh,2019,4,462023.0,973492,815982424
Madhya Pradesh,2019,4,462003.0,859025,801636588
Madhya Pradesh,2020,1,452005.0,8311339,16391514715
Madhya Pradesh,2020,1,462008.0,6548078,13044490029
Madhya Pradesh,2020,1,462001.0,2197233,4135614413
Madhya Pradesh,2020,1,482001.0,1675660,3288419375
Madhya Pradesh,2020,1,452001.0,1568004,1682081173
Madhya Pradesh,2020,1,452010.0,1519272,1717412983
Madhya Pradesh,2020,1,462021.0,981968,596828292
Madhya Pradesh,2020,1,462023.0,973781,866222104
Madhya Pradesh,2020,1,462022.0,953629,819880211
Madhya Pradesh,2020,1,455001.0,923744,1429885804
Madhya Pradesh,2020,2,462008.0,7083405,18733977854
Madhya Pradesh,2020,2,452005.0,7027354,18569853905
Madhya Pradesh,2020,2,455001.0,991925,1616822891
Madhya Pradesh,2020,2,480001.0,754370,1531783296
Madhya Pradesh,2020,2,452010.0,737841,1149552894
Madhya Pradesh,2020,2,462001.0,701101,1247621766
Madhya Pradesh,2020,2,462022.0,666290,731581581
Madhya Pradesh,2020,2,482001.0,656493,1401864444
Madhya Pradesh,2020,2,482002.0,566179,956557626
Madhya Pradesh,2020,2,466001.0,526600,863069994
Madhya Pradesh,2020,3,462008.0,18608188,42836925858
Madhya Pradesh,2020,3,452005.0,6059895,13662742990
Madhya Pradesh,2020,3,452010.0,1520843,2092911875
Madhya Pradesh,2020,3,455001.0,1413770,2339700967
Madhya Pradesh,2020,3,462001.0,1289565,2421154415
Madhya Pradesh,2020,3,482001.0,1258497,2665546564
Madhya Pradesh,2020,3,452001.0,982572,1690061463
Madhya Pradesh,2020,3,452016.0,937996,1493171910
Madhya Pradesh,2020,3,462022.0,918271,1064260342
Madhya Pradesh,2020,3,482002.0,897854,1644475544
Madhya Pradesh,2020,4,462008.0,20637374,44520942803
Madhya Pradesh,2020,4,452005.0,6210457,13040333253
Madhya Pradesh,2020,4,452010.0,2556422,3329001379
Madhya Pradesh,2020,4,462001.0,2187046,3998691301
Madhya Pradesh,2020,4,455001.0,2091495,3468605470
Madhya Pradesh,2020,4,452001.0,1955323,2956333499
Madhya Pradesh,2020,4,482001.0,1733750,3424103521
Madhya Pradesh,2020,4,452016.0,1505055,2282925454
Madhya Pradesh,2020,4,482002.0,1446070,2729484076
Madhya Pradesh,2020,4,462022.0,1415361,1654509281
Madhya Pradesh,2021,1,462008.0,45920869,76097617508
Madhya Pradesh,2021,1,452005.0,12368534,20333650797
Madhya Pradesh,2021,1,452010.0,3157169,3746274998
Madhya Pradesh,2021,1,452001.0,3031347,3622956355
Madhya Pradesh,2021,1,482001.0,2626795,4524235375
Madhya Pradesh,2021,1,462001.0,2567784,4163932827
Madhya Pradesh,2021,1,455001.0,2284442,3592982816
Madhya Pradesh,2021,1,452016.0,1784180,2566937157
Madhya Pradesh,2021,1,452020.0,1717447,2091704740
Madhya Pradesh,2021,1,462022.0,1690582,1841285116
Madhya Pradesh,2021,2,462008.0,57596018,101902493882
Madhya Pradesh,2021,2,452005.0,15823586,28475955866
Madhya Pradesh,2021,2,482001.0,2855889,5204968518
Madhya Pradesh,2021,2,462001.0,2370403,4281025788
Madhya Pradesh,2021,2,455001.0,2302486,3993109709
Madhya Pradesh,2021,2,452010.0,2206070,3293341963
Madhya Pradesh,2021,2,452016.0,1499795,2613982956
Madhya Pradesh,2021,2,482002.0,1485190,3016062223
Madhya Pradesh,2021,2,474003.0,1462678,3035718858
Madhya Pradesh,2021,2,462022.0,1427896,1878688340
Madhya Pradesh,2021,3,462008.0,74987334,111259178580
Madhya Pradesh,2021,3,452005.0,22164070,34600062075
Madhya Pradesh,2021,3,452010.0,4126900,5116995913
Madhya Pradesh,2021,3,462001.0,4073176,6413114866
Madhya Pradesh,2021,3,482001.0,4031874,6533062681
Madhya Pradesh,2021,3,452001.0,3814262,4939628152
Madhya Pradesh,2021,3,455001.0,3411019,5155527776
Madhya Pradesh,2021,3,452016.0,2531200,3787124072
Madhya Pradesh,2021,3,482002.0,2368726,4169091721
Madhya Pradesh,2021,3,452020.0,2340962,2917120877
Madhya Pradesh,2021,4,462008.0,97987017,145639258183
Madhya Pradesh,2021,4,452005.0,29248862,46290695147
Madhya Pradesh,2021,4,452010.0,5218813,6467043621
Madhya Pradesh,2021,4,452001.0,5218642,6458915107
Madhya Pradesh,2021,4,482001.0,5053220,8127214279
Madhya Pradesh,2021,4,462001.0,4713553,7350145337
Madhya Pradesh,2021,4,455001.0,4258695,6645714915
Madhya Pradesh,2021,4,452016.0,3186800,4819897276
Madhya Pradesh,2021,4,482002.0,3144266,5557372411
Madhya Pradesh,2021,4,452020.0,3140760,3797721235
Madhya Pradesh,2022,1,462008.0,119378084,172143368942
Madhya Pradesh,2022,1,452005.0,31734667,48510760291
Madhya Pradesh,2022,1,452010.0,5959407,7263031626
Madhya Pradesh,2022,1,452001.0,5914289,7022464204
Madhya Pradesh,2022,1,482001.0,5835918,9193584004
Madhya Pradesh,2022,1,462001.0,5434974,8295117043
Madhya Pradesh,2022,1,455001.0,4842367,7496773909
Madhya Pradesh,2022,1,452020.0,3814949,4530100209
Madhya Pradesh,2022,1,452016.0,3736352,5627028238
Madhya Pradesh,2022,1,482002.0,3535166,6311233940
Madhya Pradesh,2022,2,462008.0,137837715,198147341167
Madhya Pradesh,2022,2,452005.0,32975727,49649233332
Madhya Pradesh,2022,2,452010.0,7218657,8588780340
Madhya Pradesh,2022,2,452001.0,7076259,8193327848
Madhya Pradesh,2022,2,482001.0,7032988,10760742333
Madhya Pradesh,2022,2,462001.0,6697994,10032979289
Madhya Pradesh,2022,2,455001.0,5419403,8410016000
Madhya Pradesh,2022,2,452016.0,4554580,6766903711
Madhya Pradesh,2022,2,452020.0,4540833,5308580646
Madhya Pradesh,2022,2,482002.0,4137398,7303848629
Madhya Pradesh,2022,3,480001.0,164538285,229267141662
Madhya Pradesh,2022,3,452005.0,77073821,101859170928
Madhya Pradesh,2022,3,462001.0,71155689,88368119988
Madhya Pradesh,2022,3,462008.0,45855523,61686718220
Madhya Pradesh,2022,3,452001.0,7471847,8380329352
Madhya Pradesh,2022,3,452010.0,7434496,8613771375
Madhya Pradesh,2022,3,482001.0,7298840,10084918117
Madhya Pradesh,2022,3,455001.0,5949409,8464115413
Madhya Pradesh,2022,3,452016.0,4729334,6525836938
Madhya Pradesh,2022,3,452020.0,4724444,5158456073
Madhya Pradesh,2022,4,480001.0,240053791,341860974380
Madhya Pradesh,2022,4,462001.0,97808901,128469913291
Madhya Pradesh,2022,4,452005.0,87303087,120221960106
Madhya Pradesh,2022,4,462008.0,47477990,64112954200
Madhya Pradesh,2022,4,452010.0,8385618,9603879189
Madhya Pradesh,2022,4,452001.0,8324463,9357366073
Madhya Pradesh,2022,4,484001.0,7999283,10647567574
Madhya Pradesh,2022,4,455001.0,6345033,9374516188
Madhya Pradesh,2022,4,482001.0,6308229,8847328415
Madhya Pradesh,2022,4,456006.0,5717266,8822242706
Madhya Pradesh,2023,1,452010.0,14391624,15680458030
Madhya Pradesh,2023,1,452001.0,14094641,14822292290
Madhya Pradesh,2023,1,455001.0,10566960,14874334816
Madhya Pradesh,2023,1,452016.0,9754124,12833893570
Madhya Pradesh,2023,1,452020.0,9635966,9858637706
Madhya Pradesh,2023,1,462001.0,9437009,13241536953
Madhya Pradesh,2023,1,482002.0,8155813,12886924293
Madhya Pradesh,2023,1,480001.0,7298063,10150946108
Madhya Pradesh,2023,1,456006.0,7137453,10581745693
Madhya Pradesh,2023,1,452056.0,7100822,6850712272
Madhya Pradesh,2023,2,452010.0,16775309,17599630935
Madhya Pradesh,2023,2,452001.0,15444170,16225695598
Madhya Pradesh,2023,2,455001.0,11754423,16267757379
Madhya Pradesh,2023,2,452016.0,11289518,14592601524
Madhya Pradesh,2023,2,452020.0,10607233,10763494980
Madhya Pradesh,2023,2,462001.0,10472913,14299584232
Madhya Pradesh,2023,2,482002.0,9291906,14120594466
Madhya Pradesh,2023,2,480001.0,8338427,11524539430
Madhya Pradesh,2023,2,456006.0,8186052,11792395966
Madhya Pradesh,2023,2,452003.0,8015376,9036271011
Madhya Pradesh,2023,3,452010.0,19298599,19212876500
Madhya Pradesh,2023,3,452001.0,18110426,18120822548
Madhya Pradesh,2023,3,455001.0,13609907,17194150308
Madhya Pradesh,2023,3,452016.0,13066512,15588396714
Madhya Pradesh,2023,3,452020.0,12363524,11658280655
Madhya Pradesh,2023,3,462001.0,12129782,15064254894
Madhya Pradesh,2023,3,482002.0,10537290,14547796501
Madhya Pradesh,2023,3,456006.0,10120947,13008699982
Madhya Pradesh,2023,3,480001.0,9391891,11580334615
Madhya Pradesh,2023,3,452003.0,9306155,9905344606
Madhya Pradesh,2023,4,452010.0,20950261,21104165411
Madhya Pradesh,2023,4,452001.0,18888347,19491994648
Madhya Pradesh,2023,4,455001.0,15536466,19816607018
Madhya Pradesh,2023,4,452016.0,14482687,17416510489
Madhya Pradesh,2023,4,462001.0,13730162,17507846046
Madhya Pradesh,2023,4,452020.0,13352580,12880062654
Madhya Pradesh,2023,4,482002.0,12043670,16960625428
Madhya Pradesh,2023,4,456006.0,10776055,14378720845
Madhya Pradesh,2023,4,480001.0,10282996,13225709614
Madhya Pradesh,2023,4,452003.0,10232153,11022338708
Madhya Pradesh,2024,1,452010.0,22766054,22481914367
Madhya Pradesh,2024,1,452001.0,20416904,20484162197
Madhya Pradesh,2024,1,455001.0,17693337,21860082492
Madhya Pradesh,2024,1,452016.0,16782367,19824648571
Madhya Pradesh,2024,1,452020.0,15863545,14822267572
Madhya Pradesh,2024,1,462001.0,14759751,18517087383
Madhya Pradesh,2024,1,482002.0,13259939,18507080441
Madhya Pradesh,2024,1,456006.0,12625183,16211752430
Madhya Pradesh,2024,1,457001.0,11804608,17405309173
Madhya Pradesh,2024,1,480001.0,11698033,14885130640
Madhya Pradesh,2024,2,452010.0,25422253,24191763784
Madhya Pradesh,2024,2,452001.0,22267357,21724966546
Madhya Pradesh,2024,2,455001.0,19223605,23048905386
Madhya Pradesh,2024,2,452016.0,18903232,21765330594
Madhya Pradesh,2024,2,452020.0,17373182,15739076435
Madhya Pradesh,2024,2,462001.0,15855151,19280845066
Madhya Pradesh,2024,2,482002.0,14822130,19641846122
Madhya Pradesh,2024,2,456006.0,13828535,17199458198
Madhya Pradesh,2024,2,457001.0,13053922,18227790649
Madhya Pradesh,2024,2,480001.0,13018040,16276651360
Madhya Pradesh,2024,3,452001.0,54979662,48977311740
Madhya Pradesh,2024,3,452010.0,26708058,25597439676
Madhya Pradesh,2024,3,452016.0,24409091,24424219041
Madhya Pradesh,2024,3,455001.0,21989362,25297154541
Madhya Pradesh,2024,3,462001.0,17997186,20537125793
Madhya Pradesh,2024,3,456006.0,17839251,20394774954
Madhya Pradesh,2024,3,482002.0,15754435,19929503020
Madhya Pradesh,2024,3,474001.0,15672469,20533426776
Madhya Pradesh,2024,3,457001.0,14963339,20179310128
Madhya Pradesh,2024,3,480001.0,13937384,16202072974
Madhya Pradesh,2024,4,452001.0,58325781,52789642819
Madhya Pradesh,2024,4,452010.0,28265447,27010632021
Madhya Pradesh,2024,4,452016.0,26464859,26972397786
Madhya Pradesh,2024,4,455001.0,24162696,28427031192
Madhya Pradesh,2024,4,462001.0,19874384,23171265151
Madhya Pradesh,2024,4,456006.0,18433619,21974715238
Madhya Pradesh,2024,4,482002.0,17782529,22875202797
Madhya Pradesh,2024,4,474001.0,17439094,23413057916
Madhya Pradesh,2024,4,457001.0,16341269,22742676628
Madhya Pradesh,2024,4,462022.0,15362757,13227626480
Maharashtra,2018,1,400008.0,2227885,3105208723
Maharashtra,2018,1,411001.0,1055656,1413523606
Maharashtra,2018,1,411057.0,168299,280533305
Maharashtra,2018,1,410501.0,156090,192733706
Maharashtra,2018,1,400606.0,121105,201559878
Maharashtra,2018,1,411033.0,118850,165427380
Maharashtra,2018,1,411014.0,114748,209175472
Maharashtra,2018,1,431003.0,104719,116259679
Maharashtra,2018,1,411041.0,101787,119594030
Maharashtra,2018,1,421302.0,95135,137262044
Maharashtra,2018,2,400008.0,2631405,4703762207
Maharashtra,2018,2,411001.0,1316115,2145613784
Maharashtra,2018,2,411057.0,242519,422304489
Maharashtra,2018,2,410501.0,218820,316770191
Maharashtra,2018,2,411014.0,166457,324218025
Maharashtra,2018,2,411033.0,157641,261252656
Maharashtra,2018,2,400606.0,148846,279715773
Maharashtra,2018,2,421302.0,135128,270573715
Maharashtra,2018,2,411041.0,133107,189328051
Maharashtra,2018,2,431003.0,130057,200245076
Maharashtra,2018,3,400008.0,3111609,5436005565
Maharashtra,2018,3,411001.0,1689517,2829639683
Maharashtra,2018,3,410501.0,508646,591587000
Maharashtra,2018,3,411057.0,422874,611270873
Maharashtra,2018,3,411014.0,265735,483326747
Maharashtra,2018,3,411033.0,238408,390743517
Maharashtra,2018,3,431003.0,204502,302541720
Maharashtra,2018,3,421302.0,201404,447312675
Maharashtra,2018,3,411028.0,200254,344862780
Maharashtra,2018,3,411041.0,189200,286384152
Maharashtra,2018,4,400008.0,4586309,8474903607
Maharashtra,2018,4,411001.0,2176631,3917444399
Maharashtra,2018,4,411057.0,652006,884095179
Maharashtra,2018,4,410501.0,518442,769817706
Maharashtra,2018,4,411014.0,420715,700159715
Maharashtra,2018,4,421302.0,400213,785501092
Maharashtra,2018,4,411028.0,376373,529931831
Maharashtra,2018,4,411033.0,344206,531815629
Maharashtra,2018,4,400708.0,314305,368619265
Maharashtra,2018,4,400072.0,289541,484031731
Maharashtra,2019,1,400008.0,6494529,10238553959
Maharashtra,2019,1,411006.0,5641935,9202990658
Maharashtra,2019,1,411001.0,2376027,3441020708
Maharashtra,2019,1,411057.0,1291680,1352213399
Maharashtra,2019,1,410501.0,936769,1088531393
Maharashtra,2019,1,411033.0,705098,796780364
Maharashtra,2019,1,411014.0,703615,1011657286
Maharashtra,2019,1,421302.0,650588,1016319466
Maharashtra,2019,1,411028.0,593884,747314893
Maharashtra,2019,1,411041.0,578580,575340284
Maharashtra,2019,2,411006.0,22544991,34073354894
Maharashtra,2019,2,400008.0,6827030,12401411002
Maharashtra,2019,2,411057.0,2165856,1701151988
Maharashtra,2019,2,411033.0,1250933,1052200366
Maharashtra,2019,2,411014.0,1105699,1253903072
Maharashtra,2019,2,411041.0,994726,710421677
Maharashtra,2019,2,411028.0,822458,919595180
Maharashtra,2019,2,410501.0,816802,1127101248
Maharashtra,2019,2,411046.0,736036,711637511
Maharashtra,2019,2,440002.0,684074,1196325636
Maharashtra,2019,3,411006.0,25995035,42031275308
Maharashtra,2019,3,400008.0,7234595,14467758895
Maharashtra,2019,3,411057.0,4113075,2568524078
Maharashtra,2019,3,411033.0,2374065,1596921146
Maharashtra,2019,3,411014.0,2158511,1880558906
Maharashtra,2019,3,411041.0,1863384,1151240194
Maharashtra,2019,3,411028.0,1473236,1359277973
Maharashtra,2019,3,411046.0,1399162,1112254283
Maharashtra,2019,3,411038.0,1367646,963376797
Maharashtra,2019,3,410501.0,1268839,1480979342
Maharashtra,2019,4,411006.0,32779718,51360244641
Maharashtra,2019,4,400008.0,10498727,22289347328
Maharashtra,2019,4,411057.0,5242853,3141185779
Maharashtra,2019,4,411004.0,4505845,5714251439
Maharashtra,2019,4,411014.0,3033141,2406336858
Maharashtra,2019,4,411033.0,3008684,2018214639
Maharashtra,2019,4,411041.0,2544534,1467560437
Maharashtra,2019,4,411028.0,1970393,1750661973
Maharashtra,2019,4,411046.0,1918669,1432422962
Maharashtra,2019,4,411038.0,1808324,1188240881
Maharashtra,2020,1,411004.0,43278566,64894935104
Maharashtra,2020,1,400070.0,10817537,21066837486
Maharashtra,2020,1,411057.0,5637564,3498481663
Maharashtra,2020,1,411014.0,3577288,2709270513
Maharashtra,2020,1,411033.0,3338361,2293643428
Maharashtra,2020,1,411041.0,2822563,1654901854
Maharashtra,2020,1,440012.0,2572365,5224820486
Maharashtra,2020,1,411046.0,2258157,1670905374
Maharashtra,2020,1,411028.0,2249726,1954542699
Maharashtra,2020,1,410501.0,2085583,2215056415
Maharashtra,2020,2,411004.0,27617700,58352702891
Maharashtra,2020,2,400070.0,6133707,13985785943
Maharashtra,2020,2,444510.0,1773268,4869612766
Maharashtra,2020,2,440012.0,1695433,4365896359
Maharashtra,2020,2,411057.0,1566812,1588831343
Maharashtra,2020,2,411033.0,1473583,1470500760
Maharashtra,2020,2,410501.0,1370197,1438917505
Maharashtra,2020,2,421302.0,1268368,1772795395
Maharashtra,2020,2,411014.0,1246164,1342419964
Maharashtra,2020,2,431003.0,1144503,1537431833
Maharashtra,2020,3,411004.0,49082232,94100767700
Maharashtra,2020,3,400070.0,9322422,19921445455
Maharashtra,2020,3,410501.0,2801571,3007329077
Maharashtra,2020,3,411033.0,2579266,2455050778
Maharashtra,2020,3,411057.0,2246332,1998570490
Maharashtra,2020,3,411014.0,2096814,2005776006
Maharashtra,2020,3,431001.0,1958007,3661800243
Maharashtra,2020,3,431003.0,1924441,2632272615
Maharashtra,2020,3,440012.0,1886074,4404411880
Maharashtra,2020,3,411041.0,1815596,1737159508
Maharashtra,2020,4,411004.0,48628369,83733590847
Maharashtra,2020,4,400070.0,10292942,19437071904
Maharashtra,2020,4,410501.0,5088128,4921388817
Maharashtra,2020,4,444510.0,4444889,10914140072
Maharashtra,2020,4,411033.0,4384385,3846739779
Maharashtra,2020,4,411014.0,4117739,3458693808
Maharashtra,2020,4,411057.0,3737410,3034627309
Maharashtra,2020,4,431003.0,3183797,4104217115
Maharashtra,2020,4,411041.0,3105570,2764392023
Maharashtra,2020,4,411046.0,3049281,3141625297
Maharashtra,2021,1,411004.0,99287169,142692099313
Maharashtra,2021,1,400070.0,25090098,39416189451
Maharashtra,2021,1,444510.0,14752939,29459240171
Maharashtra,2021,1,410501.0,5597174,5283710135
Maharashtra,2021,1,411033.0,5167231,4454661004
Maharashtra,2021,1,411014.0,5011718,4006389874
Maharashtra,2021,1,411057.0,4560933,3672139834
Maharashtra,2021,1,411041.0,3970507,3298137066
Maharashtra,2021,1,440012.0,3927031,7099760065
Maharashtra,2021,1,411046.0,3668053,3582816059
Maharashtra,2021,2,411004.0,120795663,186134320441
Maharashtra,2021,2,400070.0,27988960,44355645216
Maharashtra,2021,2,444510.0,25401557,51689666318
Maharashtra,2021,2,410501.0,5820240,5718928169
Maharashtra,2021,2,440012.0,4911423,9162320984
Maharashtra,2021,2,411033.0,4333078,4447067831
Maharashtra,2021,2,431001.0,4313072,7018036781
Maharashtra,2021,2,411014.0,3826381,3573102471
Maharashtra,2021,2,412105.0,3522643,4155458264
Maharashtra,2021,2,411057.0,3471054,3320265999
Maharashtra,2021,3,411004.0,155523883,217400690972
Maharashtra,2021,3,444510.0,45378525,84950919432
Maharashtra,2021,3,400070.0,35253876,52493227093
Maharashtra,2021,3,410501.0,8483378,7512931034
Maharashtra,2021,3,431001.0,6658569,9795663071
Maharashtra,2021,3,411033.0,6391773,5955974411
Maharashtra,2021,3,411014.0,6153220,5254893792
Maharashtra,2021,3,411057.0,5518690,4869776611
Maharashtra,2021,3,440012.0,5494787,9251767920
Maharashtra,2021,3,412105.0,5234434,5620948988
Maharashtra,2021,4,411004.0,185423020,259406175395
Maharashtra,2021,4,444510.0,55162139,103212697007
